[M::mm_idx_gen::50.735*1.39] collected minimizers
[M::mm_idx_gen::55.096*4.06] sorted minimizers
[M::main::55.096*4.06] loaded/built the index for 33035 target sequence(s)
[M::mm_mapopt_update::57.643*3.92] mid_occ = 500
[M::worker_pipeline::5295.050*38.77] mapped 59659 sequences
[M::worker_pipeline::5357.241*38.76] mapped 55525 sequences
[M::worker_pipeline::5428.697*38.77] mapped 58829 sequences
[M::worker_pipeline::5523.715*38.75] mapped 63104 sequences
[M::worker_pipeline::5625.377*38.76] mapped 67511 sequences
[M::worker_pipeline::5859.029*38.79] mapped 71230 sequences
[M::worker_pipeline::6126.130*38.83] mapped 72387 sequences
[M::worker_pipeline::6378.300*38.84] mapped 70982 sequences
[M::worker_pipeline::6484.474*38.85] mapped 57087 sequences
[M::worker_pipeline::6541.747*38.84] mapped 57687 sequences
[M::worker_pipeline::6623.832*38.84] mapped 61287 sequences
[M::worker_pipeline::6718.067*38.85] mapped 65197 sequences
[M::worker_pipeline::6855.190*38.83] mapped 70921 sequences
[M::worker_pipeline::7109.632*38.86] mapped 72416 sequences
[M::worker_pipeline::7372.840*38.87] mapped 73081 sequences
[M::worker_pipeline::7584.147*38.87] mapped 55132 sequences
[M::worker_pipeline::7655.313*38.85] mapped 58127 sequences
[M::worker_pipeline::7867.314*38.86] mapped 70391 sequences
[M::worker_pipeline::7922.252*38.86] mapped 68045 sequences
[M::worker_pipeline::8000.815*38.86] mapped 76230 sequences
[M::worker_pipeline::8164.806*38.87] mapped 89908 sequences
[M::worker_pipeline::8303.707*38.88] mapped 70359 sequences
[M::worker_pipeline::8374.400*38.89] mapped 74153 sequences
[M::worker_pipeline::8481.649*38.88] mapped 86810 sequences
[M::worker_pipeline::8685.981*38.90] mapped 70933 sequences
[M::worker_pipeline::8753.374*38.90] mapped 63889 sequences
[M::worker_pipeline::8845.874*38.91] mapped 71928 sequences
[M::worker_pipeline::9114.981*38.93] mapped 76266 sequences
[M::worker_pipeline::9170.912*38.94] mapped 65704 sequences
[M::worker_pipeline::9253.330*38.94] mapped 73533 sequences
[M::worker_pipeline::9448.790*38.96] mapped 84541 sequences
[M::worker_pipeline::9568.329*38.96] mapped 64493 sequences
[M::worker_pipeline::9645.868*38.96] mapped 68717 sequences
[M::worker_pipeline::9758.309*38.96] mapped 79872 sequences
[M::worker_pipeline::9955.672*38.97] mapped 34743 sequences
[M::worker_pipeline::10014.563*38.96] mapped 62339 sequences
[M::worker_pipeline::10093.158*38.96] mapped 67977 sequences
[M::worker_pipeline::10199.338*38.97] mapped 76785 sequences
[M::worker_pipeline::10485.575*38.99] mapped 77469 sequences
[M::worker_pipeline::10536.347*38.99] mapped 74689 sequences
[M::worker_pipeline::10596.930*39.00] mapped 79618 sequences
[M::worker_pipeline::10667.874*39.00] mapped 82967 sequences
[M::worker_pipeline::10743.955*39.00] mapped 87769 sequences
[M::worker_pipeline::10842.157*39.00] mapped 94902 sequences
[M::worker_pipeline::11069.817*39.02] mapped 100791 sequences
[M::worker_pipeline::11313.423*39.04] mapped 80750 sequences
[M::worker_pipeline::11360.722*39.04] mapped 76137 sequences
[M::worker_pipeline::11428.078*39.04] mapped 79833 sequences
[M::worker_pipeline::11497.089*39.04] mapped 83836 sequences
[M::worker_pipeline::11573.581*39.05] mapped 89383 sequences
[M::worker_pipeline::11679.097*39.04] mapped 96781 sequences
[M::worker_pipeline::11946.561*39.06] mapped 97145 sequences
[M::worker_pipeline::12143.514*39.07] mapped 72242 sequences
[M::worker_pipeline::12194.628*39.07] mapped 67815 sequences
[M::worker_pipeline::12268.243*39.07] mapped 71605 sequences
[M::worker_pipeline::12349.522*39.07] mapped 75139 sequences
[M::worker_pipeline::12444.761*39.05] mapped 80700 sequences
[M::worker_pipeline::12582.598*39.06] mapped 88734 sequences
[M::worker_pipeline::12986.633*39.09] mapped 81717 sequences
[M::worker_pipeline::13044.305*39.07] mapped 71096 sequences
[M::worker_pipeline::13099.927*39.07] mapped 74355 sequences
[M::worker_pipeline::13176.678*39.06] mapped 77765 sequences
[M::worker_pipeline::13255.648*39.06] mapped 82117 sequences
[M::worker_pipeline::13347.586*39.07] mapped 88371 sequences
[M::worker_pipeline::13536.873*39.07] mapped 96434 sequences
[M::worker_pipeline::13850.616*39.09] mapped 77746 sequences
[M::worker_pipeline::13900.646*39.09] mapped 69024 sequences
[M::worker_pipeline::13964.453*39.10] mapped 73355 sequences
[M::worker_pipeline::14041.915*39.09] mapped 76436 sequences
[M::worker_pipeline::14120.532*39.09] mapped 81207 sequences
[M::worker_pipeline::14222.990*39.10] mapped 87734 sequences
[M::worker_pipeline::14493.693*39.11] mapped 90197 sequences
[M::worker_pipeline::14677.122*39.11] mapped 26661 sequences
[M::worker_pipeline::14737.008*39.10] mapped 96728 sequences
[M::worker_pipeline::14811.828*39.10] mapped 112367 sequences
[M::worker_pipeline::14992.093*39.11] mapped 114020 sequences
[M::worker_pipeline::15043.549*39.11] mapped 106969 sequences
[M::worker_pipeline::15104.440*39.11] mapped 114683 sequences
[M::worker_pipeline::15173.189*39.11] mapped 124209 sequences
[M::worker_pipeline::15273.671*39.11] mapped 140639 sequences
[M::worker_pipeline::15523.329*39.12] mapped 125239 sequences
[M::worker_pipeline::15571.044*39.12] mapped 108809 sequences
[M::worker_pipeline::15633.352*39.13] mapped 116021 sequences
[M::worker_pipeline::15698.923*39.13] mapped 125260 sequences
[M::worker_pipeline::15780.009*39.13] mapped 138753 sequences
[M::worker_pipeline::16056.606*39.14] mapped 143265 sequences
[M::worker_pipeline::16114.770*39.14] mapped 98564 sequences
[M::worker_pipeline::16178.924*39.14] mapped 104302 sequences
[M::worker_pipeline::16245.559*39.14] mapped 113123 sequences
[M::worker_pipeline::16338.715*39.15] mapped 127844 sequences
[M::worker_pipeline::16586.911*39.16] mapped 118939 sequences
[M::worker_pipeline::16634.238*39.16] mapped 103646 sequences
[M::worker_pipeline::16701.851*39.15] mapped 110180 sequences
[M::worker_pipeline::16767.836*39.15] mapped 119350 sequences
[M::worker_pipeline::16866.186*39.16] mapped 134316 sequences
[M::worker_pipeline::17126.693*39.17] mapped 122445 sequences
[M::worker_pipeline::17174.352*39.17] mapped 103605 sequences
[M::worker_pipeline::17237.262*39.17] mapped 110281 sequences
[M::worker_pipeline::17303.390*39.17] mapped 118835 sequences
[M::worker_pipeline::17397.546*39.17] mapped 133257 sequences
[M::worker_pipeline::17659.439*39.18] mapped 101973 sequences
[M::main] Version: 2.31-r1302
[M::main] CMD: /opt/anaconda/anaconda3/envs/liftoff_env/bin/minimap2 -t 40 -x map-hifi /home/shared/16TB_HDD_01/sr320/github/project-lake-trout/data/genome/pb-hifiasm-lean-assembly.fa /home/shared/16TB_HDD_01/sr320/github/project-lake-trout/data/pacbio-reads/fastq2/m84082_250614_081210_s3.hifi_reads.demux.bc2041--bc2041.fastq.gz /home/shared/16TB_HDD_01/sr320/github/project-lake-trout/data/pacbio-reads/fastq2/m84082_250614_101514_s4.hifi_reads.demux.bc2069--bc2069.fastq.gz /home/shared/16TB_HDD_01/sr320/github/project-lake-trout/data/pacbio-reads/fastq2/m84082_250614_101514_s4.hifi_reads.demux.bc2070--bc2070.fastq.gz /home/shared/16TB_HDD_01/sr320/github/project-lake-trout/data/pacbio-reads/fastq2/m84082_251001_025627_s2.hifi_reads.bc2068.fastq.gz
[M::main] Real time: 17659.928 sec; CPU: 691893.955 sec; Peak RSS: 17.121 GB
