[M::mm_idx_gen::50.735*1.39] collected minimizers
[M::mm_idx_gen::55.096*4.06] sorted minimizers
[M::main::55.096*4.06] loaded/built the index for 33035 target sequence(s)
[M::mm_mapopt_update::57.643*3.92] mid_occ = 500
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 33035
[M::mm_idx_stat::59.241*3.84] distinct minimizers: 110114288 (67.46% are singletons); average occurrences: 3.446; average spacing: 9.838; total length: 3733314870
[M::worker_pipeline::127.618*21.41] mapped 49710 sequences
[M::worker_pipeline::215.288*28.76] mapped 56139 sequences
[M::worker_pipeline::403.178*33.75] mapped 63247 sequences
[M::worker_pipeline::693.457*36.11] mapped 64915 sequences
[M::worker_pipeline::780.247*36.39] mapped 54447 sequences
[M::worker_pipeline::835.559*36.58] mapped 56749 sequences
[M::worker_pipeline::923.788*36.64] mapped 60405 sequences
[M::worker_pipeline::1016.853*36.86] mapped 64254 sequences
[M::worker_pipeline::1147.538*37.17] mapped 70123 sequences
[M::worker_pipeline::1407.521*37.58] mapped 71923 sequences
[M::worker_pipeline::1664.018*37.93] mapped 73014 sequences
[M::worker_pipeline::1880.651*38.13] mapped 68294 sequences
[M::worker_pipeline::1938.586*38.14] mapped 59373 sequences
[M::worker_pipeline::2010.509*38.08] mapped 63330 sequences
[M::worker_pipeline::2103.621*38.06] mapped 67357 sequences
[M::worker_pipeline::2201.119*38.07] mapped 72275 sequences
[M::worker_pipeline::2428.344*38.19] mapped 77556 sequences
[M::worker_pipeline::2669.954*38.32] mapped 78514 sequences
[M::worker_pipeline::2904.742*38.42] mapped 76939 sequences
[M::worker_pipeline::2985.046*38.44] mapped 57839 sequences
[M::worker_pipeline::3045.373*38.43] mapped 60164 sequences
[M::worker_pipeline::3128.757*38.46] mapped 64248 sequences
[M::worker_pipeline::3220.749*38.48] mapped 68796 sequences
[M::worker_pipeline::3388.183*38.54] mapped 74439 sequences
[M::worker_pipeline::3627.104*38.62] mapped 76645 sequences
[M::worker_pipeline::3865.450*38.69] mapped 76097 sequences
[M::worker_pipeline::4029.632*38.73] mapped 62640 sequences
[M::worker_pipeline::4088.654*38.74] mapped 52571 sequences
[M::worker_pipeline::4158.874*38.74] mapped 55909 sequences
[M::worker_pipeline::4253.824*38.75] mapped 59539 sequences
[M::worker_pipeline::4361.684*38.72] mapped 63409 sequences
[M::worker_pipeline::4570.931*38.70] mapped 67831 sequences
[M::worker_pipeline::4858.659*38.74] mapped 69074 sequences
[M::worker_pipeline::5128.006*38.76] mapped 69191 sequences
