go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0048477	oogenesis	biological_process	11	2834	38	34266	3.5	1.786e-04	3.757e-02		LOC120023271,LOC120027918,LOC120027929,LOC120032709,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090,LOC120061992,zglp1
GO:0000786	nucleosome	cellular_component	16	2834	71	34266	2.72	1.823e-04	3.757e-02		LOC120017851,LOC120017881,LOC120017900,LOC120017911,LOC120017932,LOC120017951,LOC120017972,LOC120017992,LOC120018007,LOC120018041,LOC120018058,LOC120018068,LOC120021779,LOC120021806,LOC120037151,LOC120059566
GO:0097733	photoreceptor cell cilium	cellular_component	14	2834	59	34266	2.87	2.560e-04	4.870e-02		LOC120021069,LOC120031912,LOC120033198,LOC120033765,LOC120053171,LOC120053182,LOC120057055,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321,pde6gb,rrh
GO:0097730	non-motile cilium	cellular_component	16	2834	74	34266	2.61	3.022e-04	5.090e-02		LOC120021069,LOC120031912,LOC120032794,LOC120033198,LOC120033765,LOC120053171,LOC120053182,LOC120057055,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321,pde6gb,rrh,wdr35
GO:0097731	9+0 non-motile cilium	cellular_component	14	2834	60	34266	2.82	3.087e-04	5.090e-02		LOC120021069,LOC120031912,LOC120033198,LOC120033765,LOC120053171,LOC120053182,LOC120057055,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321,pde6gb,rrh
GO:0004252	serine-type endopeptidase activity	molecular_function	34	2834	223	34266	1.84	3.884e-04	6.003e-02		LOC120019724,LOC120020733,LOC120023029,LOC120028920,LOC120030664,LOC120031510,LOC120032435,LOC120032926,LOC120032927,LOC120034415,LOC120036772,LOC120037787,LOC120037855,LOC120038018,LOC120038020,LOC120039840,LOC120043941,LOC120046358,LOC120046748,LOC120047283,LOC120047285,LOC120047639,LOC120048768,LOC120050096,LOC120050120
GO:0016607	nuclear speck	cellular_component	13	2834	55	34266	2.86	4.383e-04	6.376e-02		LOC120022349,LOC120032798,LOC120033505,LOC120034312,LOC120044542,LOC120046489,LOC120049663,LOC120050036,LOC120050082,LOC120052681,LOC120061449,LOC120065315,si:dkey-38n4.2
GO:0007292	female gamete generation	biological_process	12	2834	49	34266	2.96	5.102e-04	6.945e-02		LOC120023271,LOC120027918,LOC120027929,LOC120032709,LOC120041593,LOC120044003,LOC120055371,LOC120055374,LOC120055377,LOC120058090,LOC120061992,zglp1
GO:0004974	leukotriene receptor activity	molecular_function	6	2834	14	34266	5.18	5.336e-04	6.945e-02		LOC120049018,LOC120049759,LOC120049761,LOC120049762,LOC120049763,LOC120049765
GO:0030527	structural constituent of chromatin	molecular_function	14	2834	65	34266	2.6	7.343e-04	9.080e-02		LOC120017851,LOC120017881,LOC120017900,LOC120017911,LOC120017932,LOC120017951,LOC120017972,LOC120017992,LOC120018007,LOC120018041,LOC120018058,LOC120018068,LOC120037151,LOC120059566
GO:0005198	structural molecule activity	molecular_function	106	2834	953	34266	1.34	1.114e-03	1.312e-01		LOC120017751,LOC120017841,LOC120017851,LOC120017881,LOC120017900,LOC120017911,LOC120017932,LOC120017951,LOC120017972,LOC120017992,LOC120018007,LOC120018041,LOC120018058,LOC120018068,LOC120018251,LOC120021126,LOC120021513,LOC120022431,LOC120022811,LOC120022820,LOC120022826,LOC120022831,LOC120027508,LOC120027518,LOC120028538
GO:0045124	regulation of bone resorption	biological_process	4	2834	7	34266	6.91	1.332e-03	1.477e-01	Y	LOC120027902,LOC120032389,si:dkey-11p23.7,siglec15l
GO:0071345	cellular response to cytokine stimulus	biological_process	31	2834	212	34266	1.77	1.374e-03	1.477e-01		LOC120019104,LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120032458,LOC120033051,LOC120033459,LOC120034058,LOC120034187,LOC120034362,LOC120034531,LOC120036493,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120044547,LOC120046320,LOC120047732,LOC120048594,LOC120048805,LOC120051492,LOC120055680
GO:0051384	response to glucocorticoid	biological_process	6	2834	17	34266	4.27	1.770e-03	1.622e-01		LOC120028089,LOC120029602,LOC120030016,LOC120049205,LOC120051050,pck1
GO:0031960	response to corticosteroid	biological_process	6	2834	17	34266	4.27	1.770e-03	1.622e-01		LOC120028089,LOC120029602,LOC120030016,LOC120049205,LOC120051050,pck1
GO:0071385	cellular response to glucocorticoid stimulus	biological_process	6	2834	17	34266	4.27	1.770e-03	1.622e-01		LOC120028089,LOC120029602,LOC120030016,LOC120049205,LOC120051050,pck1
GO:0071384	cellular response to corticosteroid stimulus	biological_process	6	2834	17	34266	4.27	1.770e-03	1.622e-01		LOC120028089,LOC120029602,LOC120030016,LOC120049205,LOC120051050,pck1
GO:0140168	nuclear ribonucleoprotein granule	cellular_component	13	2834	64	34266	2.46	1.973e-03	1.727e-01		LOC120022349,LOC120032798,LOC120033505,LOC120034312,LOC120044542,LOC120046489,LOC120049663,LOC120050036,LOC120050082,LOC120052681,LOC120061449,LOC120065315,si:dkey-38n4.2
GO:0007423	sensory organ development	biological_process	28	2834	190	34266	1.78	2.025e-03	1.727e-01		LOC120018062,LOC120032708,LOC120032724,LOC120033014,LOC120045822,LOC120046977,LOC120047441,LOC120050552,LOC120050554,LOC120050558,LOC120050580,LOC120050584,LOC120050857,LOC120050858,LOC120050859,LOC120051753,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922,LOC120057923,LOC120057924,LOC120058026,LOC120058034
GO:0007602	phototransduction	biological_process	6	2834	18	34266	4.03	2.471e-03	2.037e-01		LOC120031912,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321
GO:0015074	DNA integration	biological_process	7	2834	24	34266	3.53	2.580e-03	2.058e-01		LOC120023084,LOC120023350,LOC120035894,LOC120042583,LOC120043847,LOC120051748,LOC120056766
GO:0019221	cytokine-mediated signaling pathway	biological_process	29	2834	204	34266	1.72	2.938e-03	2.206e-01		LOC120019104,LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120032458,LOC120033051,LOC120033459,LOC120034058,LOC120034187,LOC120034362,LOC120034531,LOC120036493,LOC120037605,LOC120042872,LOC120044239,LOC120044547,LOC120046320,LOC120047732,LOC120048594,LOC120048805,LOC120051492,LOC120055680,LOC120055682,LOC120055743
GO:0002430	complement receptor mediated signaling pathway	biological_process	8	2834	31	34266	3.12	3.033e-03	2.206e-01	Y	LOC120035059,LOC120049497,LOC120049759,LOC120049761,LOC120049762,LOC120049763,LOC120062766,LOC120062892
GO:0004875	complement receptor activity	molecular_function	8	2834	31	34266	3.12	3.033e-03	2.206e-01	Y	LOC120035059,LOC120049497,LOC120049759,LOC120049761,LOC120049762,LOC120049763,LOC120062766,LOC120062892
GO:0009583	detection of light stimulus	biological_process	6	2834	19	34266	3.82	3.362e-03	2.278e-01		LOC120031912,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321
GO:0001817	regulation of cytokine production	biological_process	23	2834	152	34266	1.83	3.463e-03	2.278e-01		LOC120018777,LOC120019052,LOC120019509,LOC120020561,LOC120023423,LOC120023678,LOC120033493,LOC120033639,LOC120034797,LOC120035388,LOC120040407,LOC120040410,LOC120040917,LOC120042254,LOC120042491,LOC120043709,LOC120049292,LOC120055336,LOC120058342,LOC120058790,LOC120059053,LOC120059076,si:ch211-243a20.4
GO:0008236	serine-type peptidase activity	molecular_function	34	2834	253	34266	1.62	3.470e-03	2.278e-01		LOC120019724,LOC120020733,LOC120023029,LOC120028920,LOC120030664,LOC120031510,LOC120032435,LOC120032926,LOC120032927,LOC120034415,LOC120036772,LOC120037787,LOC120037855,LOC120038018,LOC120038020,LOC120039840,LOC120043941,LOC120046358,LOC120046748,LOC120047283,LOC120047285,LOC120047639,LOC120048768,LOC120050096,LOC120050120
GO:0006334	nucleosome assembly	biological_process	9	2834	39	34266	2.79	3.868e-03	2.278e-01		LOC120017851,LOC120017932,LOC120017951,LOC120018058,LOC120018068,LOC120021779,LOC120021806,LOC120050135,LOC120059566
GO:0034097	response to cytokine	biological_process	32	2834	237	34266	1.63	4.164e-03	2.278e-01		LOC120019104,LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120027902,LOC120032458,LOC120033051,LOC120033459,LOC120034058,LOC120034187,LOC120034362,LOC120034531,LOC120036493,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120044547,LOC120046320,LOC120047732,LOC120048594,LOC120048805,LOC120051492
GO:1901652	response to peptide	biological_process	32	2834	237	34266	1.63	4.164e-03	2.278e-01		LOC120019104,LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120027902,LOC120032458,LOC120033051,LOC120033459,LOC120034058,LOC120034187,LOC120034362,LOC120034531,LOC120036493,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120044547,LOC120046320,LOC120047732,LOC120048594,LOC120048805,LOC120051492
GO:0009266	response to temperature stimulus	biological_process	11	2834	54	34266	2.46	4.167e-03	2.278e-01	Y	LOC120025161,LOC120026067,LOC120026418,LOC120032522,LOC120032670,LOC120034531,LOC120034793,LOC120034803,LOC120045029,LOC120050580,LOC120050584
GO:0050699	WW domain binding	molecular_function	4	2834	9	34266	5.37	4.189e-03	2.278e-01		LOC120032191,LOC120032211,LOC120044396,LOC120044397
GO:0017171	serine hydrolase activity	molecular_function	34	2834	257	34266	1.6	4.447e-03	2.278e-01		LOC120019724,LOC120020733,LOC120023029,LOC120028920,LOC120030664,LOC120031510,LOC120032435,LOC120032926,LOC120032927,LOC120034415,LOC120036772,LOC120037787,LOC120037855,LOC120038018,LOC120038020,LOC120039840,LOC120043941,LOC120046358,LOC120046748,LOC120047283,LOC120047285,LOC120047639,LOC120048768,LOC120050096,LOC120050120
GO:0045214	sarcomere organization	biological_process	6	2834	20	34266	3.63	4.470e-03	2.278e-01		LOC120030952,LOC120049116,LOC120056805,csrp2,csrp3,tnnt2c
GO:0003356	regulation of cilium beat frequency	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120022770,LOC120024223,cfap20
GO:0071331	cellular response to hexose stimulus	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120028089,LOC120051050,pck1
GO:0071322	cellular response to carbohydrate stimulus	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120028089,LOC120051050,pck1
GO:0071326	cellular response to monosaccharide stimulus	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120028089,LOC120051050,pck1
GO:0071333	cellular response to glucose stimulus	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120028089,LOC120051050,pck1
GO:0019626	short-chain fatty acid catabolic process	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01	Y	LOC120028089,LOC120051050,pck1
GO:1901970	positive regulation of mitotic sister chromatid separation	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120032610,LOC120063176,anapc5
GO:1905820	positive regulation of chromosome separation	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120032610,LOC120063176,anapc5
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120032610,LOC120063176,anapc5
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	biological_process	3	2834	5	34266	7.25	4.974e-03	2.278e-01		LOC120032610,LOC120063176,anapc5
GO:0016459	myosin complex	cellular_component	24	2834	168	34266	1.73	6.012e-03	2.646e-01		LOC120017465,LOC120018338,LOC120019531,LOC120020046,LOC120020323,LOC120020693,LOC120023746,LOC120024699,LOC120025448,LOC120032606,LOC120032678,LOC120032682,LOC120044586,LOC120045555,LOC120046342,LOC120047270,LOC120051056,LOC120051059,LOC120051060,LOC120052979,LOC120052988,myh6,myo1ha,myo5aa
GO:0010758	regulation of macrophage chemotaxis	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120022634,LOC120031042,LOC120062766,LOC120062892
GO:1905523	positive regulation of macrophage migration	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120022634,LOC120031042,LOC120062766,LOC120062892
GO:1905521	regulation of macrophage migration	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120022634,LOC120031042,LOC120062766,LOC120062892
GO:0010759	positive regulation of macrophage chemotaxis	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120022634,LOC120031042,LOC120062766,LOC120062892
GO:0071622	regulation of granulocyte chemotaxis	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120022634,LOC120031042,LOC120062766,LOC120062892
GO:0045912	negative regulation of carbohydrate metabolic process	biological_process	4	2834	10	34266	4.84	6.528e-03	2.646e-01		LOC120028326,LOC120046754,LOC120049359,gid4
GO:0030118	clathrin coat	cellular_component	14	2834	82	34266	2.06	7.072e-03	2.821e-01		LOC120017770,LOC120021970,LOC120022351,LOC120025169,LOC120032511,LOC120045713,LOC120047717,LOC120047812,LOC120048691,LOC120052902,LOC120060897,ap1m2,ap1s1,ap2b1
GO:0009408	response to heat	biological_process	9	2834	43	34266	2.53	7.635e-03	2.886e-01		LOC120025161,LOC120026067,LOC120026418,LOC120032522,LOC120032670,LOC120034803,LOC120045029,LOC120050580,LOC120050584
GO:0016604	nuclear body	cellular_component	16	2834	100	34266	1.93	7.882e-03	2.886e-01		LOC120022349,LOC120030220,LOC120032798,LOC120033505,LOC120034312,LOC120044542,LOC120046489,LOC120049663,LOC120050036,LOC120050082,LOC120052681,LOC120059167,LOC120061449,LOC120065315,pqbp1,si:dkey-38n4.2
GO:0001676	long-chain fatty acid metabolic process	biological_process	10	2834	51	34266	2.37	8.134e-03	2.886e-01	Y	LOC120029362,LOC120029363,LOC120032048,LOC120033335,LOC120034995,LOC120035025,LOC120035040,LOC120035180,LOC120039976,acsl1a
GO:0009416	response to light stimulus	biological_process	10	2834	51	34266	2.37	8.134e-03	2.886e-01		LOC120031912,LOC120042990,LOC120044556,LOC120051989,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321,ercc1
GO:0034612	response to tumor necrosis factor	biological_process	12	2834	67	34266	2.17	8.315e-03	2.886e-01		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120033051,LOC120034187,LOC120040917,LOC120042254,LOC120042872,LOC120055680,LOC120055682,traf6
GO:0071356	cellular response to tumor necrosis factor	biological_process	12	2834	67	34266	2.17	8.315e-03	2.886e-01		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120033051,LOC120034187,LOC120040917,LOC120042254,LOC120042872,LOC120055680,LOC120055682,traf6
GO:0031401	positive regulation of protein modification process	biological_process	34	2834	268	34266	1.53	8.403e-03	2.886e-01		LOC120020583,LOC120032191,LOC120032211,LOC120032502,LOC120032526,LOC120032527,LOC120032924,LOC120032974,LOC120033262,LOC120033559,LOC120034531,LOC120034797,LOC120035390,LOC120040917,LOC120042254,LOC120044396,LOC120044397,LOC120049094,LOC120049095,LOC120049360,LOC120049662,LOC120053888,LOC120058790,LOC120059053,LOC120059076
GO:0140375	immune receptor activity	molecular_function	21	2834	146	34266	1.74	9.012e-03	2.886e-01	Y	LOC120032458,LOC120032980,LOC120033438,LOC120033459,LOC120035059,LOC120036493,LOC120041968,LOC120044547,LOC120046320,LOC120048664,LOC120048805,LOC120049497,LOC120049759,LOC120049761,LOC120049762,LOC120049763,LOC120055596,LOC120062766,LOC120062892,LOC120063847,ccr9a
GO:0004040	amidase activity	molecular_function	3	2834	6	34266	6.05	9.338e-03	2.886e-01		LOC120017647,LOC120053880,LOC120060323
GO:0031314	extrinsic component of mitochondrial inner membrane	cellular_component	3	2834	6	34266	6.05	9.338e-03	2.886e-01		LOC120018326,LOC120028564,LOC120049933
GO:0046459	short-chain fatty acid metabolic process	biological_process	3	2834	6	34266	6.05	9.338e-03	2.886e-01	Y	LOC120028089,LOC120051050,pck1
GO:0000138	Golgi trans cisterna	cellular_component	3	2834	6	34266	6.05	9.338e-03	2.886e-01		LOC120022111,LOC120041435,LOC120043819
GO:0017177	glucosidase II complex	cellular_component	3	2834	6	34266	6.05	9.338e-03	2.886e-01		LOC120037083,LOC120049548,LOC120062434
GO:1902687	glucosidase complex	cellular_component	3	2834	6	34266	6.05	9.338e-03	2.886e-01		LOC120037083,LOC120049548,LOC120062434
GO:0004953	icosanoid receptor activity	molecular_function	8	2834	37	34266	2.61	9.529e-03	2.886e-01		LOC120034275,LOC120045788,LOC120049018,LOC120049759,LOC120049761,LOC120049762,LOC120049763,LOC120049765
GO:0046850	regulation of bone remodeling	biological_process	4	2834	11	34266	4.4	9.592e-03	2.886e-01	Y	LOC120027902,LOC120032389,si:dkey-11p23.7,siglec15l
GO:0034103	regulation of tissue remodeling	biological_process	4	2834	11	34266	4.4	9.592e-03	2.886e-01		LOC120027902,LOC120032389,si:dkey-11p23.7,siglec15l
GO:1905286	serine-type peptidase complex	cellular_component	4	2834	11	34266	4.4	9.592e-03	2.886e-01		LOC120034949,LOC120056966,LOC120056970,spcs2
GO:1905370	serine-type endopeptidase complex	cellular_component	4	2834	11	34266	4.4	9.592e-03	2.886e-01		LOC120034949,LOC120056966,LOC120056970,spcs2
GO:0050877	nervous system process	biological_process	54	2834	472	34266	1.38	9.691e-03	2.886e-01		LOC120021069,LOC120025042,LOC120031912,LOC120032724,LOC120033198,LOC120033625,LOC120033765,LOC120033963,LOC120034738,LOC120041637,LOC120044647,LOC120044727,LOC120045822,LOC120045894,LOC120046977,LOC120047441,LOC120047712,LOC120050552,LOC120050554,LOC120050558,LOC120050857,LOC120050858,LOC120050859,LOC120051753,LOC120053171
GO:0071675	regulation of mononuclear cell migration	biological_process	7	2834	30	34266	2.82	9.802e-03	2.886e-01		LOC120022634,LOC120031042,LOC120058790,LOC120059053,LOC120059076,LOC120062766,LOC120062892
GO:0071677	positive regulation of mononuclear cell migration	biological_process	7	2834	30	34266	2.82	9.802e-03	2.886e-01		LOC120022634,LOC120031042,LOC120058790,LOC120059053,LOC120059076,LOC120062766,LOC120062892
GO:0061008	hepaticobiliary system development	biological_process	5	2834	17	34266	3.56	1.025e-02	2.949e-01		LOC120028089,LOC120037083,LOC120049548,LOC120051050,pck1
GO:0001889	liver development	biological_process	5	2834	17	34266	3.56	1.025e-02	2.949e-01		LOC120028089,LOC120037083,LOC120049548,LOC120051050,pck1
GO:1990266	neutrophil migration	biological_process	14	2834	86	34266	1.97	1.072e-02	3.048e-01		LOC120018521,LOC120019186,LOC120023649,LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120033438,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
GO:0003774	cytoskeletal motor activity	molecular_function	30	2834	234	34266	1.55	1.104e-02	3.101e-01	Y	LOC120017465,LOC120018338,LOC120019531,LOC120020323,LOC120020693,LOC120023746,LOC120024699,LOC120025448,LOC120031210,LOC120032210,LOC120032606,LOC120032678,LOC120032682,LOC120044586,LOC120045246,LOC120046342,LOC120047270,LOC120049846,LOC120051056,LOC120051059,LOC120051060,LOC120052979,LOC120052988,LOC120054602,dnah2
GO:2000344	positive regulation of acrosome reaction	biological_process	6	2834	24	34266	3.02	1.167e-02	3.171e-01		LOC120032709,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0035803	egg coat formation	biological_process	6	2834	24	34266	3.02	1.167e-02	3.171e-01		LOC120032709,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0060046	regulation of acrosome reaction	biological_process	6	2834	24	34266	3.02	1.167e-02	3.171e-01		LOC120032709,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0030125	clathrin vesicle coat	cellular_component	11	2834	62	34266	2.15	1.206e-02	3.207e-01		LOC120017770,LOC120021970,LOC120022351,LOC120032511,LOC120045713,LOC120047717,LOC120047812,LOC120048691,LOC120052902,LOC120060897,ap1s1
GO:0030665	clathrin-coated vesicle membrane	cellular_component	11	2834	62	34266	2.15	1.206e-02	3.207e-01		LOC120017770,LOC120021970,LOC120022351,LOC120032511,LOC120045713,LOC120047717,LOC120047812,LOC120048691,LOC120052902,LOC120060897,ap1s1
GO:0048732	gland development	biological_process	5	2834	18	34266	3.36	1.325e-02	3.485e-01		LOC120028089,LOC120037083,LOC120049548,LOC120051050,pck1
GO:0001836	release of cytochrome c from mitochondria	biological_process	4	2834	12	34266	4.03	1.346e-02	3.503e-01		LOC120022305,LOC120034478,LOC120034479,mcl1b
GO:0032190	acrosin binding	molecular_function	7	2834	32	34266	2.64	1.402e-02	3.546e-01		LOC120032709,LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0007339	binding of sperm to zona pellucida	biological_process	7	2834	32	34266	2.64	1.402e-02	3.546e-01		LOC120032709,LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0006952	defense response	biological_process	50	2834	442	34266	1.37	1.508e-02	3.546e-01		LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120026096,LOC120031263,LOC120032980,LOC120034058,LOC120034275,LOC120034362,LOC120034575,LOC120034592,LOC120035059,LOC120037605,LOC120039311,LOC120040917,LOC120041379,LOC120041384,LOC120042254,LOC120042337,LOC120044476,LOC120044479,LOC120044489,LOC120044490,LOC120044491
GO:0006805	xenobiotic metabolic process	biological_process	8	2834	40	34266	2.42	1.523e-02	3.546e-01		LOC120032885,LOC120040608,LOC120044843,LOC120044844,LOC120052641,LOC120053662,LOC120053663,LOC120056044
GO:0071466	cellular response to xenobiotic stimulus	biological_process	8	2834	40	34266	2.42	1.523e-02	3.546e-01		LOC120032885,LOC120040608,LOC120044843,LOC120044844,LOC120052641,LOC120053662,LOC120053663,LOC120056044
GO:0009410	response to xenobiotic stimulus	biological_process	8	2834	40	34266	2.42	1.523e-02	3.546e-01		LOC120032885,LOC120040608,LOC120044843,LOC120044844,LOC120052641,LOC120053662,LOC120053663,LOC120056044
GO:0005335	serotonin:sodium:chloride symporter activity	molecular_function	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120028812,LOC120045871,LOC120050593
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120031120,LOC120045843,LOC120046456
GO:1990756	ubiquitin-like ligase-substrate adaptor activity	molecular_function	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120025972,LOC120065840,arrdc1b
GO:0140767	enzyme-substrate adaptor activity	molecular_function	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120025972,LOC120065840,arrdc1b
GO:0070365	hepatocyte differentiation	biological_process	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120028089,LOC120051050,pck1
GO:0043034	costamere	cellular_component	3	2834	7	34266	5.18	1.534e-02	3.546e-01		LOC120050266,LOC120062136,LOC120062138
GO:0097530	granulocyte migration	biological_process	14	2834	90	34266	1.88	1.571e-02	3.564e-01		LOC120018521,LOC120019186,LOC120023649,LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120033438,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
