go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0016853	isomerase activity	molecular_function	3	65	510	34266	3.1	7.285e-02	2.035e-01		LOC120032210,dnah2,gpia
GO:0016757	glycosyltransferase activity	molecular_function	3	65	520	34266	3.04	7.623e-02	2.069e-01		LOC120021129,LOC120048047,LOC120055734
GO:0030054	cell junction	cellular_component	6	65	1616	34266	1.96	8.552e-02	2.200e-01		LOC120020198,LOC120054371,LOC120056781,LOC120066718,cracr2b,mpp6b
GO:0000226	microtubule cytoskeleton organization	biological_process	3	65	547	34266	2.89	8.569e-02	2.200e-01		LOC120032210,LOC120040161,ttll9
GO:0005509	calcium ion binding	molecular_function	5	65	1254	34266	2.1	8.927e-02	2.232e-01		LOC120025009,LOC120030672,LOC120049548,LOC120060868,cracr2b
GO:0141124	intracellular signaling cassette	biological_process	3	65	581	34266	2.72	9.827e-02	2.292e-01		LOC120030672,LOC120042766,sh2d3a
GO:0065009	regulation of molecular function	biological_process	4	65	926	34266	2.28	9.896e-02	2.292e-01		LOC120040412,LOC120053194,asap1a,ptprc
GO:0048731	system development	biological_process	6	65	1688	34266	1.87	1.002e-01	2.292e-01		LOC120025537,LOC120028089,LOC120040412,LOC120049548,LOC120056781,LOC120066463
GO:0070925	organelle assembly	biological_process	3	65	589	34266	2.69	1.013e-01	2.292e-01		LOC120040161,LOC120053598,LOC120056805
GO:0070161	anchoring junction	cellular_component	3	65	619	34266	2.55	1.132e-01	2.500e-01		LOC120054371,LOC120056781,mpp6b
GO:0022607	cellular component assembly	biological_process	6	65	1775	34266	1.78	1.197e-01	2.544e-01		LOC120040161,LOC120050135,LOC120053598,LOC120056781,LOC120056805,crtc3
GO:0007155	cell adhesion	biological_process	4	65	996	34266	2.12	1.205e-01	2.544e-01		LOC120025537,LOC120054371,LOC120056781,LOC120066463
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	4	65	1007	34266	2.09	1.240e-01	2.560e-01		LOC120024897,LOC120053718,gde1,ptprc
GO:0043005	neuron projection	cellular_component	4	65	1015	34266	2.08	1.267e-01	2.560e-01		LOC120031305,LOC120053194,LOC120066718,cracr2b
GO:0042221	response to chemical	biological_process	4	65	1045	34266	2.02	1.367e-01	2.705e-01		LOC120022070,LOC120028089,LOC120060868,cracr2b
GO:0005783	endoplasmic reticulum	cellular_component	4	65	1150	34266	1.83	1.741e-01	3.272e-01		LOC120030672,LOC120034415,LOC120048047,LOC120049548
GO:0044085	cellular component biogenesis	biological_process	6	65	1994	34266	1.59	1.762e-01	3.272e-01		LOC120040161,LOC120050135,LOC120053598,LOC120056781,LOC120056805,crtc3
GO:0008092	cytoskeletal protein binding	molecular_function	4	65	1172	34266	1.8	1.823e-01	3.272e-01	Y	LOC120027905,LOC120032210,LOC120056805,ttll9
GO:0006468	protein phosphorylation	biological_process	4	65	1174	34266	1.8	1.831e-01	3.272e-01		LOC120043213,LOC120053194,LOC120065642,nek7
GO:0051239	regulation of multicellular organismal process	biological_process	3	65	781	34266	2.02	1.849e-01	3.272e-01		LOC120030672,LOC120040412,LOC120056805
GO:0006796	phosphate-containing compound metabolic process	biological_process	5	65	1604	34266	1.64	1.878e-01	3.272e-01		LOC120043213,LOC120053194,LOC120065642,nek7,ptprc
GO:0004672	protein kinase activity	molecular_function	4	65	1201	34266	1.76	1.934e-01	3.272e-01		LOC120043213,LOC120053194,LOC120065642,nek7
GO:0016310	phosphorylation	biological_process	4	65	1202	34266	1.75	1.938e-01	3.272e-01		LOC120043213,LOC120053194,LOC120065642,nek7
GO:0007399	nervous system development	biological_process	4	65	1220	34266	1.73	2.008e-01	3.272e-01		LOC120025537,LOC120040412,LOC120056781,LOC120066463
GO:0008104	intracellular protein localization	biological_process	4	65	1226	34266	1.72	2.032e-01	3.272e-01		LOC120060868,ap2b1,cracr2b,pphln1
GO:0120036	plasma membrane bounded cell projection organization	biological_process	3	65	824	34266	1.92	2.056e-01	3.272e-01		LOC120040161,LOC120040412,LOC120053598
GO:0030030	cell projection organization	biological_process	3	65	831	34266	1.9	2.091e-01	3.272e-01		LOC120040161,LOC120040412,LOC120053598
GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	5	65	1673	34266	1.58	2.108e-01	3.272e-01		LOC120043213,LOC120053194,LOC120054763,LOC120065642,nek7
GO:0048513	animal organ development	biological_process	3	65	840	34266	1.88	2.135e-01	3.272e-01		LOC120028089,LOC120049548,LOC120066463
GO:0065003	protein-containing complex assembly	biological_process	3	65	854	34266	1.85	2.204e-01	3.324e-01		LOC120040161,LOC120050135,crtc3
GO:0030154	cell differentiation	biological_process	5	65	1730	34266	1.52	2.305e-01	3.373e-01		LOC120025537,LOC120028089,LOC120040412,LOC120056805,LOC120060868
GO:0048869	cellular developmental process	biological_process	5	65	1731	34266	1.52	2.308e-01	3.373e-01		LOC120025537,LOC120028089,LOC120040412,LOC120056805,LOC120060868
GO:0005856	cytoskeleton	cellular_component	5	65	1741	34266	1.51	2.343e-01	3.373e-01		LOC120027905,LOC120053598,LOC120054371,LOC120056805,dnah2
GO:0007010	cytoskeleton organization	biological_process	4	65	1324	34266	1.59	2.427e-01	3.441e-01		LOC120032210,LOC120040161,LOC120056805,ttll9
GO:0009893	positive regulation of metabolic process	biological_process	4	65	1385	34266	1.52	2.681e-01	3.696e-01		LOC120053194,crtc3,ptprc,sh2d3a
GO:0051641	cellular localization	biological_process	5	65	1836	34266	1.44	2.684e-01	3.696e-01		LOC120020198,LOC120060868,ap2b1,cracr2b,vps50
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	4	65	1396	34266	1.51	2.728e-01	3.702e-01		LOC120043213,LOC120053194,LOC120065642,nek7
GO:0043933	protein-containing complex organization	biological_process	3	65	968	34266	1.63	2.784e-01	3.725e-01		LOC120040161,LOC120050135,crtc3
GO:0045202	synapse	cellular_component	3	65	995	34266	1.59	2.924e-01	3.858e-01		LOC120020198,LOC120066718,cracr2b
GO:0016301	kinase activity	molecular_function	4	65	1488	34266	1.42	3.121e-01	4.007e-01		LOC120043213,LOC120053194,LOC120065642,nek7
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	3	65	1033	34266	1.53	3.122e-01	4.007e-01		LOC120065442,pphln1,ptprc
GO:0006629	lipid metabolic process	biological_process	3	65	1059	34266	1.49	3.257e-01	4.126e-01	Y	LOC120028089,bco2a,gde1
GO:0009892	negative regulation of metabolic process	biological_process	3	65	1083	34266	1.46	3.383e-01	4.145e-01		LOC120065442,pphln1,ptprc
GO:0031410	cytoplasmic vesicle	cellular_component	3	65	1084	34266	1.46	3.388e-01	4.145e-01		LOC120020198,cracr2b,vps50
GO:0097708	intracellular vesicle	cellular_component	3	65	1087	34266	1.45	3.403e-01	4.145e-01		LOC120020198,cracr2b,vps50
GO:0033036	macromolecule localization	biological_process	4	65	1609	34266	1.31	3.647e-01	4.386e-01		LOC120060868,ap2b1,cracr2b,pphln1
GO:0016192	vesicle-mediated transport	biological_process	3	65	1154	34266	1.37	3.752e-01	4.436e-01		ap2b1,cracr2b,vps50
GO:0005829	cytosol	cellular_component	4	65	1640	34266	1.29	3.782e-01	4.436e-01		LOC120028089,LOC120040161,LOC120053718,gpia
GO:0007166	cell surface receptor signaling pathway	biological_process	4	65	1672	34266	1.26	3.921e-01	4.543e-01		LOC120022070,LOC120040412,LOC120053194,unc5c
GO:0010604	positive regulation of macromolecule metabolic process	biological_process	3	65	1217	34266	1.3	4.078e-01	4.664e-01		crtc3,ptprc,sh2d3a
GO:0031982	vesicle	cellular_component	3	65	1226	34266	1.29	4.124e-01	4.664e-01		LOC120020198,cracr2b,vps50
GO:0005739	mitochondrion	cellular_component	3	65	1277	34266	1.24	4.383e-01	4.899e-01		LOC120028089,LOC120054763,bco2a
GO:0004888	transmembrane signaling receptor activity	molecular_function	4	65	1817	34266	1.16	4.545e-01	5.021e-01		LOC120040412,LOC120042766,LOC120053194,unc5c
GO:0009966	regulation of signal transduction	biological_process	3	65	1386	34266	1.14	4.922e-01	5.375e-01		LOC120022070,LOC120034415,LOC120053194
GO:0035556	intracellular signal transduction	biological_process	3	65	1456	34266	1.09	5.256e-01	5.674e-01		LOC120030672,LOC120042766,sh2d3a
GO:0051649	establishment of localization in cell	biological_process	3	65	1562	34266	1.01	5.738e-01	6.125e-01		LOC120020198,ap2b1,vps50
GO:0009056	catabolic process	biological_process	3	65	1594	34266	0.99	5.877e-01	6.204e-01		LOC120028089,bco2a,gpia
GO:0010646	regulation of cell communication	biological_process	3	65	1629	34266	0.97	6.027e-01	6.245e-01		LOC120022070,LOC120034415,LOC120053194
GO:0023051	regulation of signaling	biological_process	3	65	1634	34266	0.97	6.048e-01	6.245e-01		LOC120022070,LOC120034415,LOC120053194
GO:0090304	nucleic acid metabolic process	biological_process	3	65	1711	34266	0.92	6.363e-01	6.500e-01		LOC120051748,LOC120054763,LOC120065442
GO:0048583	regulation of response to stimulus	biological_process	3	65	1733	34266	0.91	6.450e-01	6.519e-01		LOC120022070,LOC120034415,LOC120053194
GO:1902494	catalytic complex	cellular_component	3	65	1900	34266	0.83	7.063e-01	7.063e-01		LOC120049548,LOC120054763,dnah2
