go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0045179	apical cortex	cellular_component	6	866	11	31285	19.71	1.814e-07	2.199e-04		LOC120035949,LOC120036775,LOC120038021,LOC120043108,LOC120047171,LOC120047327
GO:0099568	cytoplasmic region	cellular_component	8	866	56	31285	5.16	1.463e-04	2.835e-02		LOC120035949,LOC120036775,LOC120038021,LOC120043108,LOC120047171,LOC120047327,rims1b,rims2a
GO:0099738	cell cortex region	cellular_component	8	866	56	31285	5.16	1.463e-04	2.835e-02		LOC120035949,LOC120036775,LOC120038021,LOC120043108,LOC120047171,LOC120047327,rims1b,rims2a
GO:0002449	lymphocyte mediated immunity	biological_process	6	866	30	31285	7.23	1.487e-04	2.835e-02		LOC120018157,LOC120032458,LOC120034230,LOC120036773,LOC120036924,LOC120037498
GO:0019724	B cell mediated immunity	biological_process	6	866	30	31285	7.23	1.487e-04	2.835e-02		LOC120018157,LOC120032458,LOC120034230,LOC120036773,LOC120036924,LOC120037498
GO:0016064	immunoglobulin mediated immune response	biological_process	6	866	30	31285	7.23	1.487e-04	2.835e-02	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036773,LOC120036924,LOC120037498
GO:0005245	voltage-gated calcium channel activity	molecular_function	9	866	72	31285	4.52	1.637e-04	2.835e-02		LOC120023380,LOC120032372,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120040628,LOC120041637,LOC120047712
GO:0007417	central nervous system development	biological_process	21	866	315	31285	2.41	2.113e-04	2.915e-02		LOC120025342,LOC120028632,LOC120032388,LOC120033014,LOC120033116,LOC120033336,LOC120033406,LOC120033484,LOC120033638,LOC120033770,LOC120035241,LOC120035973,LOC120037661,LOC120039205,LOC120039521,LOC120043662,LOC120043712,LOC120043723,LOC120052516,LOC120058480,pou3f2b
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	6	866	32	31285	6.77	2.165e-04	2.915e-02	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036773,LOC120036924,LOC120037498
GO:0002443	leukocyte mediated immunity	biological_process	6	866	35	31285	6.19	3.613e-04	3.333e-02		LOC120018157,LOC120032458,LOC120034230,LOC120036773,LOC120036924,LOC120037498
GO:0002399	MHC class II protein complex assembly	biological_process	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0023026	MHC class II protein complex binding	molecular_function	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002396	MHC protein complex assembly	biological_process	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002501	peptide antigen assembly with MHC protein complex	biological_process	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0023023	MHC protein complex binding	molecular_function	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002503	peptide antigen assembly with MHC class II protein complex	biological_process	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	biological_process	4	866	14	31285	10.32	4.675e-04	3.333e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0042613	MHC class II protein complex	cellular_component	4	866	15	31285	9.63	6.236e-04	3.779e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0042611	MHC protein complex	cellular_component	4	866	15	31285	9.63	6.236e-04	3.779e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	biological_process	4	866	15	31285	9.63	6.236e-04	3.779e-02	Y	LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	4	866	16	31285	9.03	8.134e-04	4.481e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	biological_process	4	866	16	31285	9.03	8.134e-04	4.481e-02		LOC120018157,LOC120036773,LOC120036924,LOC120037498
