go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0042995	cell projection	cellular_component	14	95	1467	34266	3.44	5.200e-05	8.996e-03		LOC120019576,LOC120020307,LOC120031305,LOC120032363,LOC120036268,LOC120053194,LOC120053598,LOC120056235,LOC120057339,LOC120062883,LOC120066718,cracr2b,sh3yl1,ttll9
GO:0120025	plasma membrane bounded cell projection	cellular_component	13	95	1427	34266	3.29	1.564e-04	1.017e-02		LOC120019576,LOC120020307,LOC120031305,LOC120036268,LOC120053194,LOC120053598,LOC120056235,LOC120057339,LOC120062883,LOC120066718,cracr2b,sh3yl1,ttll9
GO:0090257	regulation of muscle system process	biological_process	3	95	43	34266	25.16	2.351e-04	1.017e-02	Y	LOC120030672,LOC120046589,LOC120056805
GO:0006937	regulation of muscle contraction	biological_process	3	95	43	34266	25.16	2.351e-04	1.017e-02	Y	LOC120030672,LOC120046589,LOC120056805
GO:0032869	cellular response to insulin stimulus	biological_process	3	95	65	34266	16.65	7.961e-04	2.755e-02		LOC120022070,LOC120028089,cracr2b
GO:0032868	response to insulin	biological_process	3	95	75	34266	14.43	1.206e-03	3.127e-02		LOC120022070,LOC120028089,cracr2b
GO:0051668	localization within membrane	biological_process	6	95	429	34266	5.04	1.265e-03	3.127e-02		LOC120032363,LOC120046589,LOC120056503,LOC120060868,cracr2b,vps50
GO:1901699	cellular response to nitrogen compound	biological_process	4	95	194	34266	7.44	2.122e-03	4.590e-02		LOC120022070,LOC120028089,LOC120060868,cracr2b
GO:0071375	cellular response to peptide hormone stimulus	biological_process	3	95	113	34266	9.58	3.877e-03	6.970e-02		LOC120022070,LOC120028089,cracr2b
GO:0072657	protein localization to membrane	biological_process	4	95	232	34266	6.22	4.029e-03	6.970e-02		LOC120032363,LOC120046589,LOC120060868,cracr2b
GO:1901698	response to nitrogen compound	biological_process	4	95	241	34266	5.99	4.609e-03	7.244e-02		LOC120022070,LOC120028089,LOC120060868,cracr2b
GO:0044057	regulation of system process	biological_process	3	95	124	34266	8.73	5.025e-03	7.244e-02		LOC120030672,LOC120046589,LOC120056805
GO:0043434	response to peptide hormone	biological_process	3	95	135	34266	8.02	6.357e-03	8.055e-02		LOC120022070,LOC120028089,cracr2b
GO:0046914	transition metal ion binding	molecular_function	11	95	1670	34266	2.38	6.518e-03	8.055e-02		LOC120020909,LOC120028089,LOC120032728,LOC120035702,LOC120038650,LOC120042129,LOC120053938,LOC120056031,LOC120065642,LOC120066682,cpn1
GO:0043005	neuron projection	cellular_component	8	95	1015	34266	2.84	7.262e-03	8.176e-02		LOC120020307,LOC120031305,LOC120053194,LOC120056235,LOC120057339,LOC120062883,LOC120066718,cracr2b
GO:0004879	nuclear receptor activity	molecular_function	3	95	150	34266	7.21	8.483e-03	8.176e-02		LOC120053938,LOC120056031,LOC120066682
GO:0098531	ligand-modulated transcription factor activity	molecular_function	3	95	150	34266	7.21	8.483e-03	8.176e-02		LOC120053938,LOC120056031,LOC120066682
GO:0098609	cell-cell adhesion	biological_process	6	95	663	34266	3.26	1.044e-02	8.176e-02		LOC120020307,LOC120025537,LOC120045058,LOC120054371,LOC120056781,LOC120066463
GO:0008270	zinc ion binding	molecular_function	9	95	1311	34266	2.48	1.060e-02	8.176e-02		LOC120020909,LOC120032728,LOC120035702,LOC120038650,LOC120053938,LOC120056031,LOC120065642,LOC120066682,cpn1
GO:0008081	phosphoric diester hydrolase activity	molecular_function	3	95	163	34266	6.64	1.063e-02	8.176e-02		LOC120024897,LOC120053718,gde1
GO:1901701	cellular response to oxygen-containing compound	biological_process	4	95	310	34266	4.65	1.099e-02	8.176e-02	Y	LOC120022070,LOC120028089,LOC120060868,cracr2b
GO:0072659	protein localization to plasma membrane	biological_process	3	95	166	34266	6.52	1.116e-02	8.176e-02		LOC120032363,LOC120046589,cracr2b
GO:0060322	head development	biological_process	3	95	167	34266	6.48	1.134e-02	8.176e-02		LOC120020307,LOC120057339,LOC120066463
GO:0007420	brain development	biological_process	3	95	167	34266	6.48	1.134e-02	8.176e-02		LOC120020307,LOC120057339,LOC120066463
GO:0030695	GTPase regulator activity	molecular_function	6	95	687	34266	3.15	1.228e-02	8.496e-02		LOC120032530,LOC120065085,asap1a,iqsec3a,sh2d3a,triob
GO:0060589	nucleoside-triphosphatase regulator activity	molecular_function	6	95	699	34266	3.1	1.327e-02	8.688e-02		LOC120032530,LOC120065085,asap1a,iqsec3a,sh2d3a,triob
GO:0009101	glycoprotein biosynthetic process	biological_process	3	95	181	34266	5.98	1.407e-02	8.688e-02		LOC120048047,LOC120049548,LOC120055734
GO:0030054	cell junction	cellular_component	10	95	1616	34266	2.23	1.412e-02	8.688e-02		LOC120019576,LOC120020198,LOC120020307,LOC120032363,LOC120054371,LOC120056781,LOC120057339,LOC120066718,cracr2b,mpp6b
GO:1990778	protein localization to cell periphery	biological_process	3	95	184	34266	5.88	1.469e-02	8.688e-02		LOC120032363,LOC120046589,cracr2b
GO:0006468	protein phosphorylation	biological_process	8	95	1174	34266	2.46	1.637e-02	8.688e-02		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,triob
GO:0043087	regulation of GTPase activity	biological_process	4	95	351	34266	4.11	1.662e-02	8.688e-02		LOC120032530,LOC120040412,LOC120065085,asap1a
GO:0051049	regulation of transport	biological_process	5	95	535	34266	3.37	1.675e-02	8.688e-02		LOC120019576,LOC120024458,LOC120030672,LOC120034415,cracr2b
GO:0098984	neuron to neuron synapse	cellular_component	3	95	198	34266	5.47	1.783e-02	8.688e-02		LOC120020307,LOC120057339,LOC120066718
GO:0032279	asymmetric synapse	cellular_component	3	95	198	34266	5.47	1.783e-02	8.688e-02		LOC120020307,LOC120057339,LOC120066718
GO:0014069	postsynaptic density	cellular_component	3	95	198	34266	5.47	1.783e-02	8.688e-02		LOC120020307,LOC120057339,LOC120066718
GO:0004672	protein kinase activity	molecular_function	8	95	1201	34266	2.4	1.850e-02	8.688e-02		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,triob
GO:0016310	phosphorylation	biological_process	8	95	1202	34266	2.4	1.858e-02	8.688e-02		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,triob
GO:1901700	response to oxygen-containing compound	biological_process	4	95	379	34266	3.81	2.135e-02	9.163e-02	Y	LOC120022070,LOC120028089,LOC120060868,cracr2b
GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	4	95	380	34266	3.8	2.153e-02	9.163e-02		LOC120065085,iqsec3a,sh2d3a,triob
GO:0009100	glycoprotein metabolic process	biological_process	3	95	213	34266	5.08	2.158e-02	9.163e-02		LOC120048047,LOC120049548,LOC120055734
GO:0005929	cilium	cellular_component	4	95	381	34266	3.79	2.172e-02	9.163e-02		LOC120036268,LOC120053598,LOC120056235,ttll9
GO:0005509	calcium ion binding	molecular_function	8	95	1254	34266	2.3	2.325e-02	9.357e-02		LOC120020307,LOC120025009,LOC120030672,LOC120045058,LOC120049548,LOC120060868,cracr2b,pros1
GO:0050790	regulation of catalytic activity	biological_process	6	95	797	34266	2.72	2.362e-02	9.357e-02		LOC120032530,LOC120040412,LOC120053194,LOC120065085,asap1a,ptprc
GO:0050839	cell adhesion molecule binding	molecular_function	4	95	392	34266	3.68	2.380e-02	9.357e-02		LOC120019576,LOC120020307,LOC120056781,LOC120066463
GO:0032879	regulation of localization	biological_process	5	95	595	34266	3.03	2.512e-02	9.656e-02		LOC120019576,LOC120024458,LOC120030672,LOC120034415,cracr2b
GO:0099572	postsynaptic specialization	cellular_component	3	95	231	34266	4.68	2.660e-02	9.899e-02		LOC120020307,LOC120057339,LOC120066718
GO:0016874	ligase activity	molecular_function	3	95	232	34266	4.66	2.689e-02	9.899e-02		LOC120036268,LOC120038469,ttll9
GO:0032870	cellular response to hormone stimulus	biological_process	3	95	239	34266	4.53	2.901e-02	1.028e-01		LOC120022070,LOC120028089,cracr2b
GO:0070161	anchoring junction	cellular_component	5	95	619	34266	2.91	2.910e-02	1.028e-01		LOC120019576,LOC120020307,LOC120054371,LOC120056781,mpp6b
GO:0006796	phosphate-containing compound metabolic process	biological_process	9	95	1604	34266	2.02	3.392e-02	1.174e-01		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,ptprc,triob
GO:0051336	regulation of hydrolase activity	biological_process	4	95	444	34266	3.25	3.525e-02	1.194e-01		LOC120032530,LOC120040412,LOC120065085,asap1a
GO:0043547	positive regulation of GTPase activity	biological_process	3	95	260	34266	4.16	3.589e-02	1.194e-01		LOC120032530,LOC120065085,asap1a
GO:0009725	response to hormone	biological_process	3	95	266	34266	4.07	3.799e-02	1.217e-01		LOC120022070,LOC120028089,cracr2b
GO:0051345	positive regulation of hydrolase activity	biological_process	3	95	268	34266	4.04	3.871e-02	1.217e-01		LOC120032530,LOC120065085,asap1a
GO:0006325	chromatin organization	biological_process	3	95	270	34266	4.01	3.943e-02	1.217e-01		LOC120019149,LOC120050135,pphln1
GO:0099503	secretory vesicle	cellular_component	3	95	271	34266	3.99	3.979e-02	1.217e-01		LOC120020198,LOC120042986,cracr2b
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	8	95	1396	34266	2.07	4.009e-02	1.217e-01		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,triob
GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	9	95	1673	34266	1.94	4.251e-02	1.240e-01		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120054763,LOC120065642,map4k3a,nek7,triob
GO:0065009	regulation of molecular function	biological_process	6	95	926	34266	2.34	4.406e-02	1.240e-01		LOC120032530,LOC120040412,LOC120053194,LOC120065085,asap1a,ptprc
GO:0043085	positive regulation of catalytic activity	biological_process	4	95	478	34266	3.02	4.420e-02	1.240e-01		LOC120032530,LOC120053194,LOC120065085,asap1a
GO:0034655	nucleobase-containing compound catabolic process	biological_process	3	95	283	34266	3.82	4.429e-02	1.240e-01		dnase1l1l,gpia,smg6
GO:0008092	cytoskeletal protein binding	molecular_function	7	95	1172	34266	2.15	4.443e-02	1.240e-01	Y	LOC120019576,LOC120027905,LOC120032210,LOC120032363,LOC120036268,LOC120056805,ttll9
GO:0098794	postsynapse	cellular_component	4	95	488	34266	2.96	4.706e-02	1.284e-01		LOC120020307,LOC120057339,LOC120066718,cracr2b
GO:0004674	protein serine/threonine kinase activity	molecular_function	5	95	709	34266	2.54	4.751e-02	1.284e-01		LOC120020909,LOC120043213,LOC120045630,LOC120065642,map4k3a
GO:0097447	dendritic tree	cellular_component	3	95	296	34266	3.66	4.943e-02	1.296e-01		LOC120062883,LOC120066718,cracr2b
GO:0030425	dendrite	cellular_component	3	95	296	34266	3.66	4.943e-02	1.296e-01		LOC120062883,LOC120066718,cracr2b
GO:0071495	cellular response to endogenous stimulus	biological_process	4	95	506	34266	2.85	5.245e-02	1.329e-01		LOC120022070,LOC120028089,LOC120053194,cracr2b
GO:0044093	positive regulation of molecular function	biological_process	4	95	511	34266	2.82	5.401e-02	1.329e-01		LOC120032530,LOC120053194,LOC120065085,asap1a
GO:0008104	intracellular protein localization	biological_process	7	95	1226	34266	2.06	5.415e-02	1.329e-01		LOC120032363,LOC120046589,LOC120056503,LOC120060868,ap2b1,cracr2b,pphln1
GO:0007264	small GTPase-mediated signal transduction	biological_process	3	95	308	34266	3.51	5.443e-02	1.329e-01		LOC120042766,LOC120065085,sh2d3a
GO:0016301	kinase activity	molecular_function	8	95	1488	34266	1.94	5.456e-02	1.329e-01		LOC120020909,LOC120043213,LOC120045630,LOC120053194,LOC120065642,map4k3a,nek7,triob
