go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0034728	nucleosome organization	biological_process	8	1438	49	34266	3.89	9.179e-04	3.771e-02		LOC120017851,LOC120017932,LOC120017951,LOC120018058,LOC120018068,LOC120021779,LOC120021806,LOC120059566
GO:0065004	protein-DNA complex assembly	biological_process	10	1438	73	34266	3.26	9.197e-04	3.771e-02		LOC120017851,LOC120017932,LOC120017951,LOC120018058,LOC120018068,LOC120021779,LOC120021806,LOC120052620,LOC120059566,taf12
GO:0071621	granulocyte chemotaxis	biological_process	10	1438	73	34266	3.26	9.197e-04	3.771e-02		LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
GO:0098609	cell-cell adhesion	biological_process	45	1438	663	34266	1.62	1.178e-03	4.588e-02		LOC120021739,LOC120022801,LOC120025932,LOC120027654,LOC120033164,LOC120033570,LOC120035641,LOC120042312,LOC120047055,LOC120047056,LOC120047057,LOC120047058,LOC120047059,LOC120047060,LOC120047061,LOC120047062,LOC120047067,LOC120047068,LOC120047069,LOC120047823,LOC120047824,LOC120047825,LOC120047826,LOC120047827,LOC120047828
GO:0009416	response to light stimulus	biological_process	8	1438	51	34266	3.74	1.204e-03	4.588e-02		LOC120031912,LOC120042990,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321,ercc1
GO:0001654	eye development	biological_process	16	1438	161	34266	2.37	1.267e-03	4.588e-02		LOC120045822,LOC120046977,LOC120047441,LOC120051753,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922,LOC120057923,LOC120057924,LOC120058026,LOC120058034,LOC120058036,LOC120058037,zgc:153846
GO:0150063	visual system development	biological_process	16	1438	161	34266	2.37	1.267e-03	4.588e-02		LOC120045822,LOC120046977,LOC120047441,LOC120051753,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922,LOC120057923,LOC120057924,LOC120058026,LOC120058034,LOC120058036,LOC120058037,zgc:153846
GO:0048880	sensory system development	biological_process	16	1438	161	34266	2.37	1.267e-03	4.588e-02		LOC120045822,LOC120046977,LOC120047441,LOC120051753,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922,LOC120057923,LOC120057924,LOC120058026,LOC120058034,LOC120058036,LOC120058037,zgc:153846
GO:0004040	amidase activity	molecular_function	3	1438	6	34266	11.91	1.341e-03	4.588e-02		LOC120017647,LOC120053880,LOC120060323
GO:0071675	regulation of mononuclear cell migration	biological_process	6	1438	30	34266	4.77	1.349e-03	4.588e-02		LOC120022634,LOC120058790,LOC120059053,LOC120059076,LOC120062766,LOC120062892
GO:0071677	positive regulation of mononuclear cell migration	biological_process	6	1438	30	34266	4.77	1.349e-03	4.588e-02		LOC120022634,LOC120058790,LOC120059053,LOC120059076,LOC120062766,LOC120062892
GO:0006954	inflammatory response	biological_process	19	1438	210	34266	2.16	1.448e-03	4.824e-02	Y	LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120040917,LOC120042254,LOC120042337,LOC120049497,LOC120049759,LOC120049780,LOC120051327,LOC120055680,LOC120055682,LOC120057064,LOC120062766,LOC120062814,LOC120062815,LOC120062892,LOC120065371
GO:0071345	cellular response to cytokine stimulus	biological_process	19	1438	212	34266	2.14	1.616e-03	5.274e-02		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120033051,LOC120033459,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120051492,LOC120055680,LOC120055682,LOC120055743,LOC120057981,LOC120062814,LOC120062815,traf6
GO:0034341	response to type II interferon	biological_process	7	1438	42	34266	3.97	1.680e-03	5.373e-02		LOC120024745,LOC120025019,LOC120025372,LOC120040917,LOC120042254,LOC120055680,LOC120055682
GO:0050900	leukocyte migration	biological_process	13	1438	121	34266	2.56	1.742e-03	5.463e-02		LOC120018521,LOC120019186,LOC120023649,LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
GO:0007186	G protein-coupled receptor signaling pathway	biological_process	85	1438	1471	34266	1.38	1.889e-03	5.571e-02		LOC120018585,LOC120018586,LOC120018587,LOC120018589,LOC120018609,LOC120020067,LOC120020322,LOC120020538,LOC120020649,LOC120021069,LOC120023737,LOC120023889,LOC120024226,LOC120024300,LOC120024349,LOC120024703,LOC120024711,LOC120024745,LOC120024881,LOC120025019,LOC120025372,LOC120026238,LOC120027241,LOC120029219,LOC120029226
GO:0001817	regulation of cytokine production	biological_process	15	1438	152	34266	2.35	1.897e-03	5.571e-02		LOC120020561,LOC120023678,LOC120033493,LOC120033639,LOC120035388,LOC120040407,LOC120040410,LOC120040917,LOC120042254,LOC120055336,LOC120058342,LOC120058790,LOC120059053,LOC120059076,si:ch211-243a20.4
GO:0032190	acrosin binding	molecular_function	6	1438	32	34266	4.47	1.916e-03	5.571e-02		LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0007339	binding of sperm to zona pellucida	biological_process	6	1438	32	34266	4.47	1.916e-03	5.571e-02		LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0004984	olfactory receptor activity	molecular_function	10	1438	81	34266	2.94	2.057e-03	5.580e-02		LOC120018585,LOC120018586,LOC120018587,LOC120018589,LOC120018609,LOC120029219,LOC120029226,LOC120029229,LOC120035319,LOC120035324
GO:0030595	leukocyte chemotaxis	biological_process	10	1438	81	34266	2.94	2.057e-03	5.580e-02		LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
GO:0048471	perinuclear region of cytoplasm	cellular_component	10	1438	81	34266	2.94	2.057e-03	5.580e-02		LOC120021519,LOC120023271,LOC120027918,LOC120027929,LOC120032191,LOC120032211,LOC120044396,LOC120044397,LOC120061992,LOC120064703
GO:0043207	response to external biotic stimulus	biological_process	25	1438	318	34266	1.87	2.122e-03	5.580e-02		LOC120022429,LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120030262,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120045355,LOC120049517,LOC120049780,LOC120055680,LOC120055682,LOC120058008,LOC120058484,LOC120058790,LOC120059053,LOC120059076,LOC120059824,LOC120059827,LOC120062814,LOC120062815
GO:0051707	response to other organism	biological_process	25	1438	318	34266	1.87	2.122e-03	5.580e-02		LOC120022429,LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120030262,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120045355,LOC120049517,LOC120049780,LOC120055680,LOC120055682,LOC120058008,LOC120058484,LOC120058790,LOC120059053,LOC120059076,LOC120059824,LOC120059827,LOC120062814,LOC120062815
GO:0009988	cell-cell recognition	biological_process	6	1438	33	34266	4.33	2.260e-03	5.580e-02		LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0035036	sperm-egg recognition	biological_process	6	1438	33	34266	4.33	2.260e-03	5.580e-02		LOC120041593,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:1990756	ubiquitin-like ligase-substrate adaptor activity	molecular_function	3	1438	7	34266	10.21	2.273e-03	5.580e-02		LOC120025972,LOC120065840,arrdc1b
GO:0140767	enzyme-substrate adaptor activity	molecular_function	3	1438	7	34266	10.21	2.273e-03	5.580e-02		LOC120025972,LOC120065840,arrdc1b
GO:0045124	regulation of bone resorption	biological_process	3	1438	7	34266	10.21	2.273e-03	5.580e-02	Y	LOC120027902,si:dkey-11p23.7,siglec15l
GO:0007281	germ cell development	biological_process	11	1438	96	34266	2.73	2.303e-03	5.580e-02		LOC120023271,LOC120024223,LOC120027918,LOC120027929,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090,LOC120061992,zglp1
GO:0070098	chemokine-mediated signaling pathway	biological_process	8	1438	57	34266	3.34	2.503e-03	5.628e-02		LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815
GO:1990869	cellular response to chemokine	biological_process	8	1438	57	34266	3.34	2.503e-03	5.628e-02		LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815
GO:1990868	response to chemokine	biological_process	8	1438	57	34266	3.34	2.503e-03	5.628e-02		LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815
GO:0034097	response to cytokine	biological_process	20	1438	237	34266	2.01	2.524e-03	5.628e-02		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120027902,LOC120033051,LOC120033459,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120051492,LOC120055680,LOC120055682,LOC120055743,LOC120057981,LOC120062814,LOC120062815,traf6
GO:1901652	response to peptide	biological_process	20	1438	237	34266	2.01	2.524e-03	5.628e-02		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120027902,LOC120033051,LOC120033459,LOC120037605,LOC120040917,LOC120042254,LOC120042872,LOC120044239,LOC120051492,LOC120055680,LOC120055682,LOC120055743,LOC120057981,LOC120062814,LOC120062815,traf6
GO:0003008	system process	biological_process	46	1438	709	34266	1.55	2.534e-03	5.628e-02		LOC120021069,LOC120023737,LOC120024881,LOC120029673,LOC120031912,LOC120033198,LOC120045822,LOC120045894,LOC120046977,LOC120047441,LOC120049192,LOC120051753,LOC120051804,LOC120052388,LOC120052389,LOC120053171,LOC120053182,LOC120054611,LOC120057055,LOC120057544,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922
GO:0071824	protein-DNA complex organization	biological_process	10	1438	84	34266	2.84	2.702e-03	5.706e-02		LOC120017851,LOC120017932,LOC120017951,LOC120018058,LOC120018068,LOC120021779,LOC120021806,LOC120052620,LOC120059566,taf12
GO:0022412	cellular process involved in reproduction in multicellular organism	biological_process	11	1438	98	34266	2.67	2.713e-03	5.706e-02		LOC120023271,LOC120024223,LOC120027918,LOC120027929,LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090,LOC120061992,zglp1
GO:0009607	response to biotic stimulus	biological_process	25	1438	324	34266	1.84	2.721e-03	5.706e-02		LOC120022429,LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120030262,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120045355,LOC120049517,LOC120049780,LOC120055680,LOC120055682,LOC120058008,LOC120058484,LOC120058790,LOC120059053,LOC120059076,LOC120059824,LOC120059827,LOC120062814,LOC120062815
GO:2000344	positive regulation of acrosome reaction	biological_process	5	1438	24	34266	4.96	2.819e-03	5.706e-02		LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0035803	egg coat formation	biological_process	5	1438	24	34266	4.96	2.819e-03	5.706e-02		LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0060046	regulation of acrosome reaction	biological_process	5	1438	24	34266	4.96	2.819e-03	5.706e-02		LOC120041593,LOC120055371,LOC120055374,LOC120055377,LOC120058090
GO:0008199	ferric iron binding	molecular_function	5	1438	24	34266	4.96	2.819e-03	5.706e-02		LOC120032779,LOC120033753,LOC120033771,LOC120033798,LOC120033830
GO:0098542	defense response to other organism	biological_process	15	1438	163	34266	2.19	3.719e-03	7.310e-02		LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120049780,LOC120055680,LOC120055682,LOC120058484,LOC120062814,LOC120062815
GO:0140546	defense response to symbiont	biological_process	15	1438	163	34266	2.19	3.719e-03	7.310e-02		LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120049780,LOC120055680,LOC120055682,LOC120058484,LOC120062814,LOC120062815
GO:0001917	photoreceptor inner segment	cellular_component	4	1438	16	34266	5.96	3.749e-03	7.310e-02		LOC120021069,LOC120053171,LOC120053182,LOC120057055
GO:0060326	cell chemotaxis	biological_process	10	1438	88	34266	2.71	3.801e-03	7.323e-02		LOC120023737,LOC120024745,LOC120025019,LOC120025372,LOC120037605,LOC120055680,LOC120055682,LOC120062814,LOC120062815,bdkrb1
GO:0044419	biological process involved in interspecies interaction between organisms	biological_process	25	1438	333	34266	1.79	3.883e-03	7.391e-02		LOC120022429,LOC120024214,LOC120024745,LOC120025019,LOC120025372,LOC120030262,LOC120037605,LOC120039311,LOC120040917,LOC120042254,LOC120042337,LOC120045355,LOC120049517,LOC120049780,LOC120055680,LOC120055682,LOC120058008,LOC120058484,LOC120058790,LOC120059053,LOC120059076,LOC120059824,LOC120059827,LOC120062814,LOC120062815
GO:0051606	detection of stimulus	biological_process	8	1438	63	34266	3.03	4.707e-03	8.330e-02		LOC120021069,LOC120031912,LOC120043570,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321
GO:0009582	detection of abiotic stimulus	biological_process	6	1438	38	34266	3.76	4.715e-03	8.330e-02		LOC120031912,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321
GO:0009581	detection of external stimulus	biological_process	6	1438	38	34266	3.76	4.715e-03	8.330e-02		LOC120031912,LOC120065317,LOC120065318,LOC120065319,LOC120065320,LOC120065321
GO:0051384	response to glucocorticoid	biological_process	4	1438	17	34266	5.61	4.741e-03	8.330e-02		LOC120029602,LOC120030016,LOC120051050,pck1
GO:0031960	response to corticosteroid	biological_process	4	1438	17	34266	5.61	4.741e-03	8.330e-02		LOC120029602,LOC120030016,LOC120051050,pck1
GO:0071385	cellular response to glucocorticoid stimulus	biological_process	4	1438	17	34266	5.61	4.741e-03	8.330e-02		LOC120029602,LOC120030016,LOC120051050,pck1
GO:0071384	cellular response to corticosteroid stimulus	biological_process	4	1438	17	34266	5.61	4.741e-03	8.330e-02		LOC120029602,LOC120030016,LOC120051050,pck1
GO:0008037	cell recognition	biological_process	8	1438	64	34266	2.98	5.185e-03	9.012e-02		LOC120041593,LOC120053807,LOC120053973,LOC120055371,LOC120055374,LOC120055377,LOC120058090,emb
GO:0019221	cytokine-mediated signaling pathway	biological_process	17	1438	204	34266	1.99	5.769e-03	9.719e-02		LOC120021774,LOC120024745,LOC120025019,LOC120025372,LOC120033051,LOC120033459,LOC120037605,LOC120042872,LOC120044239,LOC120051492,LOC120055680,LOC120055682,LOC120055743,LOC120057981,LOC120062814,LOC120062815,traf6
GO:0005921	gap junction	cellular_component	9	1438	79	34266	2.71	5.798e-03	9.719e-02		LOC120022007,LOC120023504,LOC120023585,LOC120024224,LOC120038353,LOC120045384,LOC120047357,LOC120059769,gjc2
GO:0005922	connexin complex	cellular_component	9	1438	79	34266	2.71	5.798e-03	9.719e-02		LOC120022007,LOC120023504,LOC120023585,LOC120024224,LOC120038353,LOC120045384,LOC120047357,LOC120059769,gjc2
GO:0004930	G protein-coupled receptor activity	molecular_function	66	1438	1143	34266	1.38	5.835e-03	9.719e-02		LOC120018585,LOC120018586,LOC120018587,LOC120018589,LOC120018609,LOC120020067,LOC120020322,LOC120020538,LOC120020649,LOC120023737,LOC120023889,LOC120024226,LOC120024300,LOC120024349,LOC120024703,LOC120024711,LOC120024881,LOC120026238,LOC120027241,LOC120029219,LOC120029226,LOC120029229,LOC120029602,LOC120029673,LOC120029877
GO:0002376	immune system process	biological_process	48	1438	784	34266	1.46	6.194e-03	1.021e-01	Y	LOC120018521,LOC120019186,LOC120021224,LOC120022429,LOC120022571,LOC120023649,LOC120023737,LOC120024214,LOC120024745,LOC120024924,LOC120025019,LOC120025372,LOC120027902,LOC120037605,LOC120039311,LOC120040917,LOC120041968,LOC120042254,LOC120042337,LOC120043845,LOC120044239,LOC120044731,LOC120049018,LOC120049497,LOC120049759
GO:0007423	sensory organ development	biological_process	16	1438	190	34266	2.01	6.583e-03	1.074e-01		LOC120045822,LOC120046977,LOC120047441,LOC120051753,LOC120057918,LOC120057919,LOC120057920,LOC120057921,LOC120057922,LOC120057923,LOC120057924,LOC120058026,LOC120058034,LOC120058036,LOC120058037,zgc:153846
GO:0010758	regulation of macrophage chemotaxis	biological_process	3	1438	10	34266	7.15	7.089e-03	1.090e-01		LOC120022634,LOC120062766,LOC120062892
GO:1905523	positive regulation of macrophage migration	biological_process	3	1438	10	34266	7.15	7.089e-03	1.090e-01		LOC120022634,LOC120062766,LOC120062892
GO:1905521	regulation of macrophage migration	biological_process	3	1438	10	34266	7.15	7.089e-03	1.090e-01		LOC120022634,LOC120062766,LOC120062892
