go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0015074	DNA integration	biological_process	7	1307	24	31285	6.98	4.045e-05	6.278e-02		LOC120023084,LOC120023350,LOC120035894,LOC120042583,LOC120043847,LOC120051748,LOC120056766
GO:0048477	oogenesis	biological_process	7	1307	29	31285	5.78	1.519e-04	1.027e-01		LOC120027918,LOC120027929,LOC120041593,LOC120055371,LOC120058090,LOC120061992,zglp1
GO:0007292	female gamete generation	biological_process	8	1307	40	31285	4.79	2.117e-04	1.027e-01		LOC120027918,LOC120027929,LOC120041593,LOC120044003,LOC120055371,LOC120058090,LOC120061992,zglp1
GO:0001817	regulation of cytokine production	biological_process	15	1307	129	31285	2.78	3.290e-04	1.027e-01		LOC120018853,LOC120020561,LOC120033487,LOC120033652,LOC120035241,LOC120035388,LOC120039788,LOC120040411,LOC120040917,LOC120042248,LOC120055336,LOC120058342,LOC120059053,LOC120059075,si:ch211-243a20.4
GO:0006952	defense response	biological_process	27	1307	313	31285	2.06	3.308e-04	1.027e-01		LOC120024214,LOC120024931,LOC120033879,LOC120037605,LOC120039311,LOC120040917,LOC120041379,LOC120041381,LOC120042248,LOC120042337,LOC120044472,LOC120045355,LOC120049497,LOC120049759,LOC120049780,LOC120051325,LOC120055680,LOC120057064,LOC120058008,LOC120058484,LOC120059053,LOC120059075,LOC120059824,LOC120062766,LOC120062892
GO:0004040	amidase activity	molecular_function	3	1307	5	31285	14.36	6.828e-04	1.514e-01		LOC120017647,LOC120053880,LOC120060323
GO:0003356	regulation of cilium beat frequency	biological_process	3	1307	5	31285	14.36	6.828e-04	1.514e-01		LOC120022770,LOC120024223,cfap20
GO:0002682	regulation of immune system process	biological_process	29	1307	372	31285	1.87	1.043e-03	1.721e-01	Y	LOC120018853,LOC120020561,LOC120022426,LOC120022634,LOC120024201,LOC120033487,LOC120033652,LOC120035241,LOC120035388,LOC120039788,LOC120040411,LOC120040917,LOC120042248,LOC120049497,LOC120049759,LOC120051110,LOC120051325,LOC120051698,LOC120053888,LOC120057064,LOC120058342,LOC120059053,LOC120059075,LOC120062720,LOC120062766
GO:0071677	positive regulation of mononuclear cell migration	biological_process	5	1307	20	31285	5.98	1.158e-03	1.721e-01		LOC120022634,LOC120059053,LOC120059075,LOC120062766,LOC120062892
GO:0071675	regulation of mononuclear cell migration	biological_process	5	1307	20	31285	5.98	1.158e-03	1.721e-01		LOC120022634,LOC120059053,LOC120059075,LOC120062766,LOC120062892
GO:0034612	response to tumor necrosis factor	biological_process	8	1307	52	31285	3.68	1.331e-03	1.721e-01		LOC120021774,LOC120024931,LOC120033051,LOC120040917,LOC120042248,LOC120042872,LOC120055680,traf6
GO:0071356	cellular response to tumor necrosis factor	biological_process	8	1307	52	31285	3.68	1.331e-03	1.721e-01		LOC120021774,LOC120024931,LOC120033051,LOC120040917,LOC120042248,LOC120042872,LOC120055680,traf6
GO:0007601	visual perception	biological_process	13	1307	120	31285	2.59	1.550e-03	1.741e-01		LOC120031912,LOC120033198,LOC120045822,LOC120047441,LOC120051753,LOC120053171,LOC120057916,LOC120062145,LOC120065317,LOC120066949,pde6gb,rrh,zgc:153846
GO:0070555	response to interleukin-1	biological_process	6	1307	32	31285	4.49	1.872e-03	1.741e-01		LOC120024931,LOC120027902,LOC120040917,LOC120042248,LOC120055680,traf6
GO:0050953	sensory perception of light stimulus	biological_process	13	1307	125	31285	2.49	2.239e-03	1.741e-01		LOC120031912,LOC120033198,LOC120045822,LOC120047441,LOC120051753,LOC120053171,LOC120057916,LOC120062145,LOC120065317,LOC120066949,pde6gb,rrh,zgc:153846
GO:1990756	ubiquitin-like ligase-substrate adaptor activity	molecular_function	3	1307	7	31285	10.26	2.244e-03	1.741e-01		LOC120025972,LOC120065840,arrdc1b
GO:0140767	enzyme-substrate adaptor activity	molecular_function	3	1307	7	31285	10.26	2.244e-03	1.741e-01		LOC120025972,LOC120065840,arrdc1b
GO:0043331	response to dsRNA	biological_process	3	1307	7	31285	10.26	2.244e-03	1.741e-01		LOC120033879,LOC120041381,LOC120044472
GO:0043330	response to exogenous dsRNA	biological_process	3	1307	7	31285	10.26	2.244e-03	1.741e-01		LOC120033879,LOC120041381,LOC120044472
GO:0045124	regulation of bone resorption	biological_process	3	1307	7	31285	10.26	2.244e-03	1.741e-01	Y	LOC120027902,si:dkey-11p23.7,siglec15l
GO:0005126	cytokine receptor binding	molecular_function	17	1307	189	31285	2.15	2.537e-03	1.835e-01		LOC120021774,LOC120023224,LOC120024931,LOC120033051,LOC120033879,LOC120037605,LOC120041379,LOC120041381,LOC120044239,LOC120044472,LOC120053888,LOC120055680,LOC120055743,LOC120062709,LOC120063433,si:ch211-158d24.4,traf6
GO:0005921	gap junction	cellular_component	8	1307	58	31285	3.3	2.720e-03	1.835e-01		LOC120022007,LOC120023504,LOC120024224,LOC120038353,LOC120045384,LOC120047357,LOC120059769,gjc2
GO:0005922	connexin complex	cellular_component	8	1307	58	31285	3.3	2.720e-03	1.835e-01		LOC120022007,LOC120023504,LOC120024224,LOC120038353,LOC120045384,LOC120047357,LOC120059769,gjc2
GO:0001750	photoreceptor outer segment	cellular_component	7	1307	48	31285	3.49	3.595e-03	2.325e-01		LOC120031912,LOC120033198,LOC120053171,LOC120061057,LOC120065317,pde6gb,rrh
GO:0006954	inflammatory response	biological_process	15	1307	165	31285	2.18	3.992e-03	2.453e-01	Y	LOC120024931,LOC120037605,LOC120040917,LOC120042248,LOC120042337,LOC120049497,LOC120049759,LOC120049780,LOC120051325,LOC120055680,LOC120057064,LOC120062766,LOC120062892,LOC120063433,LOC120065371
GO:0005929	cilium	cellular_component	26	1307	354	31285	1.76	4.109e-03	2.453e-01		LOC120019718,LOC120022770,LOC120023616,LOC120024223,LOC120025642,LOC120026473,LOC120031912,LOC120033198,LOC120039755,LOC120043934,LOC120048865,LOC120053171,LOC120055337,LOC120058709,LOC120061057,LOC120065317,ccdc39,cfap20,fam161b,hydin,iqub,odad3,pde6gb,rrh,ttll9
GO:0030890	positive regulation of B cell proliferation	biological_process	3	1307	9	31285	7.98	5.056e-03	2.507e-01		LOC120040917,LOC120042248,LOC120051110
GO:0097733	photoreceptor cell cilium	cellular_component	7	1307	51	31285	3.29	5.074e-03	2.507e-01		LOC120031912,LOC120033198,LOC120053171,LOC120061057,LOC120065317,pde6gb,rrh
GO:0071347	cellular response to interleukin-1	biological_process	5	1307	28	31285	4.27	5.565e-03	2.507e-01		LOC120024931,LOC120040917,LOC120042248,LOC120055680,traf6
GO:0097731	9+0 non-motile cilium	cellular_component	7	1307	52	31285	3.22	5.656e-03	2.507e-01		LOC120031912,LOC120033198,LOC120053171,LOC120061057,LOC120065317,pde6gb,rrh
