ID ,1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,14X,14Y,15X,15Y,16X,16Y,17X,17Y,UniX,UniY,centroid size 
118,-1.11E-03,-2.55E-03,-3.49E-03,1.15E-03,-2.11E-03,-9.98E-03,-2.62E-03,1.95E-03,-3.43E-03,2.74E-03,2.59E-03,-1.87E-03,1.14E-02,-5.10E-03,-1.42E-02,1.15E-03,9.34E-03,2.79E-03,-1.37E-02,-1.40E-04,-4.25E-03,-2.15E-03,1.20E-02,-3.60E-03,-9.28E-03,-2.08E-03,-1.05E-02,1.45E-03,1.20E-03,4.52E-04,-1.34E-02,-4.36E-03,-5.10E-03,-1.73E-02,-1.37E-02,1.51E-02,4.44E+01
119,-4.41E-04,1.45E-03,-5.19E-04,-4.52E-04,-2.68E-03,-1.63E-03,1.18E-03,-2.88E-03,3.90E-03,-2.41E-03,-2.57E-03,3.37E-03,1.08E-03,6.33E-03,-9.66E-03,3.76E-03,8.48E-03,3.97E-03,-5.73E-03,2.90E-03,1.29E-02,8.29E-05,-1.35E-03,-3.47E-03,2.98E-03,1.17E-02,-1.29E-06,-2.07E-03,2.01E-02,-1.46E-02,3.47E-03,-5.10E-03,1.74E-03,-1.68E-02,3.24E-02,1.88E-02,4.51E+01
102,-4.23E-04,-4.26E-05,2.25E-03,-4.89E-03,-2.91E-03,-1.13E-02,-4.08E-03,-1.27E-03,5.98E-03,-5.88E-03,4.93E-03,-3.80E-03,-6.57E-03,1.72E-03,-1.00E-02,-3.53E-03,6.68E-03,5.67E-04,7.58E-03,-3.50E-04,8.38E-03,-3.54E-03,7.62E-03,-3.45E-03,2.92E-03,2.12E-03,-4.78E-03,2.18E-03,1.71E-02,1.03E-02,-1.45E-02,1.57E-02,-2.27E-02,-1.56E-02,7.77E-03,3.94E-03,4.45E+01
120,5.11E-04,1.12E-03,1.35E-03,1.95E-04,1.34E-03,-8.36E-05,-3.90E-03,2.14E-03,8.90E-05,3.15E-04,7.33E-03,-3.47E-03,3.34E-03,1.15E-03,3.39E-03,-2.83E-04,2.45E-03,4.86E-03,-4.88E-03,1.07E-03,-4.72E-03,-1.97E-03,3.66E-03,2.49E-03,-8.20E-03,-4.37E-03,-3.66E-04,-4.66E-03,-4.51E-03,-1.29E-03,-1.78E-02,7.59E-03,-1.59E-02,3.17E-03,-6.83E-03,1.33E-03,4.47E+01
121,2.61E-03,4.04E-04,-1.70E-03,-4.20E-04,9.65E-03,1.33E-03,1.16E-03,2.89E-03,-4.75E-03,-1.59E-03,1.20E-03,3.74E-03,1.04E-02,3.85E-04,-3.27E-03,2.98E-03,2.34E-04,-1.20E-03,-1.57E-02,5.59E-03,1.16E-03,-5.71E-03,8.58E-03,6.73E-03,-1.45E-02,-3.89E-03,1.60E-04,3.93E-03,-1.75E-02,3.97E-03,-8.82E-03,5.99E-03,-1.14E-02,7.01E-03,-3.49E-02,2.39E-02,4.44E+01
122,6.45E-04,1.06E-03,9.41E-04,-1.53E-03,1.13E-03,-4.29E-03,-1.61E-03,-1.23E-03,-2.22E-03,-2.35E-03,-5.29E-03,7.38E-03,-1.39E-02,1.26E-02,4.62E-03,-7.05E-03,2.13E-03,-3.34E-03,-3.88E-03,7.14E-03,-2.31E-02,-3.32E-03,1.74E-02,-6.42E-03,-5.65E-04,1.56E-03,-8.32E-03,-5.55E-03,-4.50E-03,-4.56E-03,-3.37E-02,1.12E-02,-1.81E-02,-1.49E-02,1.97E-02,1.38E-02,4.50E+01
123,-3.86E-04,1.99E-03,-1.84E-03,2.88E-03,7.59E-03,4.67E-03,-6.21E-04,1.71E-03,-8.56E-03,2.53E-03,8.81E-03,-1.26E-03,1.35E-02,-4.57E-03,-1.28E-03,2.14E-03,-4.50E-03,-1.04E-04,-7.10E-03,-4.87E-03,-2.03E-02,4.65E-03,1.19E-02,9.85E-05,-1.50E-02,-1.08E-02,-5.66E-03,3.86E-03,-9.62E-03,-1.52E-03,-7.42E-03,-1.42E-03,-9.16E-03,4.34E-03,-1.08E-02,9.88E-03,4.56E+01
124,-1.55E-03,8.50E-04,2.44E-03,1.45E-03,-4.83E-03,-4.81E-03,1.18E-03,8.93E-05,3.03E-03,4.32E-03,8.39E-03,-2.74E-03,-4.30E-03,-3.81E-03,-5.30E-03,-1.58E-03,5.98E-03,1.38E-03,-1.14E-02,-6.77E-04,-1.46E-02,4.38E-03,2.48E-03,-5.70E-03,-7.02E-03,-4.97E-04,-3.03E-03,3.93E-03,4.86E-03,6.11E-03,-1.25E-02,7.54E-05,-6.11E-03,-1.60E-02,-2.08E-02,8.56E-03,4.65E+01
125,-2.46E-04,-2.18E-03,-4.50E-05,1.80E-04,1.21E-03,3.03E-03,4.23E-03,-1.57E-03,-9.16E-04,-1.93E-04,-1.46E-03,-3.41E-03,1.49E-03,-6.05E-03,1.72E-03,2.48E-03,5.56E-03,-1.61E-03,5.77E-03,-4.25E-03,-5.74E-03,-1.35E-03,-2.14E-03,-1.51E-03,-1.88E-03,-4.15E-03,-4.41E-03,2.38E-03,-2.54E-03,-4.58E-03,-4.72E-03,6.99E-05,8.99E-03,-7.65E-03,-1.86E-02,-5.66E-03,4.60E+01
126,1.06E-03,7.05E-04,8.98E-04,-5.43E-04,4.67E-03,3.75E-03,-3.84E-03,-1.55E-03,6.37E-05,-2.97E-03,1.92E-03,-2.54E-03,3.55E-03,3.03E-04,-2.55E-03,8.26E-04,4.36E-03,-4.77E-04,-1.09E-02,-2.23E-03,-7.04E-03,-2.38E-03,5.53E-04,1.43E-03,-4.92E-03,1.68E-03,2.90E-03,2.91E-03,1.57E-03,6.05E-03,-7.23E-03,4.97E-03,-2.53E-02,1.76E-03,-1.60E-02,1.86E-03,4.56E+01
127,-1.04E-03,-2.00E-03,-3.00E-03,3.06E-05,-1.34E-03,-2.28E-03,-1.82E-03,2.94E-03,-4.28E-03,-9.55E-04,-5.38E-03,-6.67E-04,2.73E-04,-1.92E-03,-3.74E-03,3.59E-04,-2.06E-03,-1.47E-03,5.40E-03,-3.01E-04,-5.72E-03,1.72E-03,3.85E-03,6.12E-04,-3.59E-03,3.52E-03,-3.66E-04,1.08E-03,1.15E-03,2.49E-03,-4.91E-03,-3.89E-03,1.12E-02,-1.12E-03,-1.01E-02,-8.19E-03,4.60E+01
128,-4.24E-04,-2.32E-03,-4.91E-03,-3.72E-03,9.77E-04,-6.06E-03,4.49E-03,-8.58E-04,-9.00E-03,-2.41E-03,-8.73E-03,7.37E-04,5.66E-03,4.42E-03,3.77E-03,-2.77E-03,-1.01E-02,-3.51E-03,8.14E-03,2.37E-03,-9.07E-03,1.59E-03,3.24E-03,-4.75E-03,2.88E-03,-2.64E-05,4.83E-03,2.89E-03,5.82E-03,-4.54E-03,-3.21E-03,-9.86E-03,1.92E-02,-3.08E-03,-3.26E-02,-1.05E-02,4.57E+01
129,1.70E-03,-6.41E-03,-2.20E-03,-3.25E-03,4.51E-03,1.17E-02,8.42E-03,-3.29E-04,-3.25E-03,-8.87E-03,-1.12E-02,4.24E-03,-5.09E-03,1.11E-02,-6.46E-03,6.60E-03,-4.54E-03,6.51E-05,-1.77E-03,8.01E-04,3.00E-04,-3.42E-03,2.98E-03,5.92E-03,7.04E-03,-8.05E-03,-1.96E-02,1.30E-03,3.77E-03,-1.59E-02,-1.10E-02,-1.38E-02,3.14E-02,-2.56E-02,-1.21E-02,1.19E-02,4.54E+01
103,-7.55E-04,5.12E-04,-1.39E-03,-3.02E-03,-6.42E-04,-3.30E-03,-2.64E-04,1.38E-04,-2.93E-03,-9.45E-04,8.89E-05,-8.96E-04,4.59E-03,-3.52E-04,-2.99E-03,-1.91E-03,5.82E-03,-5.78E-03,-2.03E-03,-3.38E-03,-1.01E-02,3.96E-03,2.28E-03,2.92E-03,-1.70E-02,-3.57E-04,2.58E-03,-3.20E-03,3.48E-04,3.15E-03,-8.88E-03,5.84E-03,-3.84E-03,1.92E-02,-2.10E-02,9.02E-03,4.60E+01
130,-2.73E-04,8.16E-04,-1.71E-03,8.49E-04,2.47E-03,-9.20E-04,1.42E-04,-3.11E-03,-2.91E-03,-1.22E-03,-8.21E-03,-8.10E-04,-2.74E-03,8.36E-04,2.63E-03,-7.36E-04,-4.33E-03,-1.97E-03,1.24E-02,8.66E-04,1.55E-04,-1.03E-03,-5.97E-03,3.11E-03,9.99E-05,-9.72E-04,1.87E-04,1.41E-03,3.33E-04,2.13E-03,-2.97E-03,-1.58E-03,1.92E-02,1.24E-02,-1.89E-02,-1.45E-02,4.62E+01
131,-1.68E-07,4.14E-04,-2.99E-04,2.24E-04,2.21E-03,-1.68E-05,-4.48E-03,7.75E-04,4.45E-04,-2.02E-03,1.06E-02,-1.25E-03,1.04E-02,-3.95E-03,-1.17E-02,2.90E-03,4.71E-03,-2.82E-04,-2.34E-03,-3.81E-03,8.78E-03,-7.55E-05,6.59E-03,4.97E-03,-1.03E-02,-5.56E-04,-9.46E-03,8.33E-03,-1.70E-03,4.04E-03,-5.81E-03,-4.30E-03,-1.16E-02,4.18E-03,-1.30E-02,4.91E-03,4.61E+01
132,-1.21E-03,-3.28E-04,5.09E-04,1.35E-03,7.01E-03,-2.89E-03,5.00E-03,3.47E-03,-1.04E-04,1.07E-03,4.51E-03,5.71E-04,9.09E-03,2.11E-04,-1.42E-02,3.39E-03,7.39E-03,-4.32E-03,-2.18E-02,2.84E-03,-1.07E-02,4.29E-03,-3.21E-03,-6.62E-03,-3.56E-03,-4.28E-03,-9.58E-03,7.96E-05,1.04E-02,-5.32E-03,3.92E-03,-3.94E-03,-1.61E-02,-4.52E-03,-1.63E-02,-2.12E-03,4.56E+01
133,-1.32E-03,5.56E-04,-1.71E-03,2.86E-03,-3.12E-03,1.63E-04,2.82E-03,5.64E-03,-9.28E-05,-6.24E-04,-7.70E-04,-2.40E-03,-8.69E-04,1.74E-03,-7.97E-03,-5.24E-04,-2.66E-03,6.53E-05,1.14E-03,-3.95E-03,3.16E-03,-1.56E-03,8.84E-04,-1.00E-03,8.05E-03,-1.66E-03,-4.80E-04,9.38E-03,1.13E-03,1.10E-02,3.47E-03,4.07E-03,-7.68E-03,2.89E-05,-4.89E-03,-1.90E-03,4.57E+01
134,1.69E-03,-2.28E-03,1.91E-03,1.26E-03,3.39E-03,3.61E-03,-6.28E-04,-5.47E-04,4.66E-03,-1.38E-03,-3.33E-03,-1.94E-03,-1.36E-03,4.73E-05,1.86E-03,-8.45E-04,8.38E-03,3.65E-03,3.13E-03,1.98E-03,8.18E-03,-2.29E-03,-6.94E-03,1.80E-03,1.42E-02,8.46E-04,-2.66E-03,1.06E-03,1.61E-02,-3.66E-03,1.98E-03,6.05E-03,1.73E-02,-1.90E-02,2.78E-03,-1.11E-02,4.48E+01
135,4.04E-04,2.60E-03,-3.49E-04,6.66E-04,4.75E-03,6.58E-04,4.67E-03,-1.40E-03,7.11E-04,1.07E-04,2.48E-03,-3.77E-04,8.65E-03,-2.42E-03,-1.19E-02,7.33E-04,2.46E-04,-8.31E-04,-1.48E-02,-6.79E-04,4.81E-03,1.92E-04,-6.15E-03,-2.37E-03,5.75E-03,-2.06E-03,2.94E-04,9.32E-03,7.66E-03,3.73E-03,4.37E-03,6.05E-03,-1.35E-02,-3.86E-03,-3.76E-03,-1.09E-02,4.57E+01
136,6.61E-04,-3.49E-04,-7.05E-04,2.23E-03,3.17E-03,1.76E-03,6.56E-03,-5.33E-03,5.76E-05,-1.36E-03,-3.09E-03,2.92E-03,-1.99E-03,1.74E-03,-7.11E-03,4.02E-03,-6.69E-03,4.03E-05,5.97E-03,2.35E-04,8.05E-03,2.37E-03,-8.57E-03,-3.53E-03,2.40E-03,5.66E-03,4.25E-04,-6.09E-04,1.38E-02,-3.31E-03,6.81E-03,-3.06E-03,-9.64E-03,-4.95E-03,2.69E-03,-1.45E-02,4.55E+01
137,-1.22E-04,2.03E-03,7.86E-05,3.39E-04,2.33E-03,2.01E-03,4.92E-03,7.60E-04,1.01E-03,-6.78E-04,-4.33E-04,2.85E-03,-3.06E-03,4.47E-04,-7.36E-03,6.01E-03,-4.85E-03,1.48E-03,9.59E-03,2.91E-03,8.67E-03,-1.44E-03,5.43E-04,-1.59E-03,9.85E-03,-3.34E-03,-1.09E-02,4.63E-03,1.00E-02,-7.00E-03,1.07E-02,-7.56E-03,-6.06E-03,-6.93E-03,4.18E-03,-9.99E-03,4.67E+01
138,8.40E-04,3.22E-03,1.01E-03,-4.06E-04,9.13E-04,1.96E-03,5.45E-03,9.90E-04,1.23E-03,-2.24E-03,5.64E-03,1.39E-03,-7.03E-04,3.02E-03,-6.37E-03,1.31E-03,-6.73E-03,3.72E-03,-2.10E-02,2.47E-03,2.64E-03,-1.58E-03,8.54E-04,-5.75E-03,-5.74E-03,-2.93E-03,7.79E-04,1.42E-03,-4.73E-03,-1.22E-02,2.06E-03,-8.40E-03,-2.50E-02,1.74E-02,-1.13E-02,-9.37E-03,4.48E+01
139,5.11E-04,1.75E-03,6.91E-04,-2.13E-03,4.70E-04,2.58E-03,1.36E-03,2.47E-03,5.32E-04,-3.18E-03,2.09E-03,-9.23E-04,3.37E-04,-4.81E-03,2.66E-03,-7.04E-04,-8.85E-04,-3.62E-03,7.74E-03,-3.28E-03,2.40E-03,-6.73E-04,3.32E-03,6.65E-04,1.75E-03,-3.71E-03,5.25E-03,-1.19E-04,4.20E-04,-6.86E-04,7.23E-03,-2.71E-03,-8.93E-03,1.14E-02,-8.98E-03,-4.38E-03,4.54E+01
104,1.16E-03,-8.58E-04,1.07E-03,2.34E-03,-5.81E-04,-3.05E-03,-1.80E-03,1.11E-03,2.01E-03,1.11E-03,8.41E-03,2.27E-03,8.87E-03,-1.41E-03,4.11E-04,-1.96E-03,6.83E-03,3.87E-03,-1.76E-02,1.26E-03,-4.40E-04,3.24E-03,-4.28E-03,4.04E-03,-1.74E-02,-1.11E-03,9.67E-03,-9.55E-04,3.97E-03,-5.13E-03,-3.15E-04,-2.61E-03,-4.22E-02,-1.24E-02,5.24E-03,-6.24E-03,4.53E+01
140,-2.06E-04,6.00E-04,-4.77E-04,-3.56E-04,-3.23E-03,-8.17E-04,-5.88E-03,5.77E-03,1.79E-03,-4.87E-04,7.88E-03,-2.09E-03,1.49E-02,-4.51E-03,-9.83E-03,-1.72E-03,8.26E-03,1.39E-03,-2.11E-02,-4.53E-04,1.13E-03,-4.34E-03,-8.83E-03,3.42E-03,-7.58E-03,-4.91E-03,4.14E-03,-5.21E-03,1.93E-03,-6.37E-03,2.34E-03,-1.72E-03,-3.19E-02,-7.04E-03,-4.35E-03,1.02E-03,4.46E+01
141,-1.77E-03,7.98E-04,-2.35E-03,-1.44E-03,4.75E-04,-3.08E-04,-9.71E-04,2.34E-03,-2.54E-03,-1.58E-03,-6.95E-03,4.41E-03,1.71E-03,1.05E-03,-4.56E-03,3.25E-04,-4.00E-03,-1.93E-03,4.78E-03,8.48E-04,-1.24E-03,6.60E-03,-6.44E-03,1.78E-03,5.50E-03,-9.82E-03,-2.72E-03,-1.34E-03,1.72E-02,-1.26E-02,5.01E-03,-1.60E-02,-6.61E-04,6.44E-04,-2.35E-02,-1.78E-02,4.33E+01
142,-8.69E-04,1.66E-03,3.38E-03,1.21E-03,2.28E-03,5.72E-04,8.42E-03,-3.25E-04,5.01E-03,5.69E-04,2.51E-03,-1.70E-03,-5.54E-03,5.56E-04,-1.77E-03,7.97E-05,-7.40E-04,-2.28E-03,5.68E-04,3.41E-04,-1.84E-03,-2.42E-03,-8.07E-03,-5.39E-03,1.70E-02,-1.79E-03,5.36E-04,-1.17E-03,2.49E-02,-3.86E-04,7.90E-03,3.23E-03,-7.48E-03,-1.81E-03,1.22E-02,-2.18E-02,4.51E+01
143,4.74E-04,4.98E-04,-6.03E-04,6.73E-04,7.59E-04,4.39E-03,7.05E-04,-1.48E-03,1.72E-03,-2.80E-04,-6.12E-03,2.32E-03,5.88E-03,-2.15E-03,5.64E-03,-3.57E-03,2.38E-03,1.01E-03,4.69E-03,9.49E-04,1.35E-02,-3.05E-04,-1.64E-02,6.67E-04,9.58E-03,-2.09E-03,1.14E-02,3.96E-03,6.37E-03,-7.05E-03,1.65E-02,-6.59E-04,3.74E-04,1.34E-02,-1.61E-02,-4.03E-02,4.51E+01
144,6.96E-04,2.98E-03,2.44E-03,1.13E-03,7.76E-04,3.95E-03,5.42E-03,-3.58E-03,3.34E-03,-6.35E-04,-3.31E-03,1.74E-03,-4.12E-03,1.12E-03,6.35E-03,-4.15E-03,-4.49E-04,1.01E-04,-1.44E-02,2.45E-03,-6.36E-03,-1.70E-03,-1.35E-02,-2.75E-03,7.17E-03,4.01E-03,1.55E-02,-6.47E-03,7.88E-03,-3.62E-03,1.79E-02,4.41E-03,-2.40E-03,-1.27E-02,1.11E-02,-2.33E-03,4.50E+01
145,3.64E-04,1.92E-03,3.78E-03,-4.66E-03,4.45E-03,2.70E-04,1.15E-03,-1.25E-03,2.50E-03,-1.19E-03,5.24E-03,-3.32E-03,-4.40E-03,7.46E-04,3.15E-03,-5.26E-04,-7.51E-03,-4.32E-04,4.40E-03,-3.95E-03,-2.75E-03,2.84E-03,2.40E-04,-1.83E-03,4.48E-03,8.24E-03,3.72E-03,6.83E-04,1.17E-02,7.02E-03,1.99E-03,1.22E-02,-9.65E-03,-1.23E-02,2.05E-02,-1.29E-03,4.63E+01
146,-5.20E-04,-2.20E-03,2.30E-03,-1.20E-04,-2.60E-03,1.37E-03,9.61E-03,3.28E-04,5.60E-03,-4.63E-03,-8.77E-04,8.36E-04,-3.71E-03,-1.58E-03,3.71E-03,2.43E-03,4.76E-03,-7.40E-03,5.30E-03,-2.59E-03,7.67E-03,-1.57E-03,-1.49E-02,-4.75E-03,7.34E-03,-7.49E-03,8.34E-03,1.77E-04,8.57E-03,1.87E-04,1.19E-02,-5.37E-03,2.65E-02,-5.59E-03,-1.63E-02,-1.03E-02,4.65E+01
147,-4.97E-04,9.38E-04,-4.39E-03,-2.23E-04,-1.01E-03,-7.85E-03,4.79E-03,-2.12E-03,-4.75E-03,1.97E-04,6.77E-05,-3.12E-03,1.79E-02,-6.59E-03,-8.25E-03,1.38E-03,7.55E-03,-4.10E-03,-1.18E-02,-7.85E-03,-2.77E-03,-2.12E-04,3.53E-04,-2.70E-03,-1.11E-02,1.26E-03,1.24E-02,-3.33E-03,1.72E-04,8.80E-03,-5.73E-03,-9.50E-03,-1.38E-02,-9.86E-03,-7.62E-03,1.57E-02,4.65E+01
148,-7.10E-04,1.78E-03,-4.09E-03,2.04E-03,-3.40E-03,3.10E-04,-2.99E-03,-6.68E-04,-5.68E-03,8.45E-04,-4.63E-03,3.90E-03,5.94E-03,-1.66E-03,5.52E-03,-5.30E-03,-5.99E-03,1.82E-03,5.60E-03,-1.07E-03,-1.75E-03,8.20E-03,1.84E-03,4.99E-03,-2.36E-03,1.23E-03,8.08E-03,-2.44E-03,9.18E-03,1.11E-03,-6.51E-03,6.15E-03,-1.61E-03,9.81E-03,-5.58E-03,-5.17E-03,4.61E+01
149,-2.95E-04,-3.65E-03,-3.30E-03,1.96E-03,-3.08E-03,6.01E-03,-1.79E-03,3.16E-03,-4.75E-03,-5.75E-04,-2.10E-03,5.65E-04,5.82E-03,-4.03E-03,5.97E-03,2.00E-03,-8.96E-03,-3.97E-05,1.84E-04,-1.93E-03,3.54E-03,6.17E-04,-2.64E-03,2.61E-03,-6.78E-03,1.76E-03,1.65E-03,5.38E-04,3.12E-04,-4.07E-03,-1.07E-02,-1.82E-03,8.60E-03,-1.42E-02,-1.05E-02,1.96E-03,4.60E+01
105,8.89E-04,1.79E-03,-2.66E-03,-1.46E-03,1.58E-03,-1.04E-03,2.42E-03,-3.61E-03,-4.35E-03,2.01E-03,-1.23E-02,6.45E-03,-9.14E-04,2.71E-03,8.60E-03,-5.05E-03,-3.71E-03,3.92E-03,8.11E-04,3.38E-03,2.13E-03,-3.87E-03,-6.67E-04,7.88E-04,-6.26E-03,1.50E-02,7.33E-03,-3.29E-03,-5.23E-03,-9.69E-04,-1.05E-02,-9.71E-04,1.90E-02,-1.27E-02,1.25E-02,1.40E-02,4.56E+01
150,7.55E-05,-2.34E-03,6.22E-04,-6.45E-03,3.05E-04,-1.38E-02,4.38E-03,1.34E-03,1.60E-03,-3.31E-03,-9.76E-04,-7.14E-03,-6.42E-03,-3.34E-04,-5.09E-03,-8.54E-05,-3.61E-03,-6.71E-03,2.99E-03,-2.54E-03,5.87E-03,-1.08E-02,-1.67E-03,-4.11E-03,5.55E-03,-3.66E-03,-1.25E-02,1.88E-03,-2.24E-04,2.61E-03,-7.88E-03,9.55E-03,1.60E-02,-1.00E-02,-1.29E-02,8.75E-03,4.55E+01
151,-2.29E-05,9.78E-04,-6.39E-04,-1.02E-03,-4.15E-03,1.48E-03,1.19E-03,-5.58E-04,-1.77E-03,2.64E-03,2.24E-03,-6.15E-04,2.45E-03,-1.04E-03,4.21E-03,-1.94E-03,-1.28E-03,9.54E-04,4.82E-03,-4.23E-03,-4.72E-03,3.46E-03,-1.85E-03,2.65E-03,-2.33E-03,-2.92E-03,-8.89E-03,-5.29E-03,2.73E-03,-2.27E-03,-7.14E-03,-5.05E-03,6.15E-03,-1.03E-03,-7.61E-03,-4.88E-03,4.49E+01
152,-4.82E-04,-6.16E-04,-3.09E-03,3.29E-04,-1.34E-04,-6.74E-03,3.15E-03,-4.00E-03,-5.76E-03,1.28E-03,-3.34E-03,-1.00E-03,4.89E-03,5.82E-04,3.82E-03,-3.12E-03,-3.02E-03,3.42E-03,3.67E-03,4.69E-04,-4.99E-03,2.12E-03,2.28E-05,-5.94E-03,-1.13E-02,-1.17E-03,2.13E-03,-3.38E-04,-5.54E-03,-4.29E-03,-8.44E-03,9.33E-04,3.83E-03,-4.47E-03,-1.31E-02,6.94E-03,4.48E+01
