ID ,1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,14X,14Y,15X,15Y,16X,16Y,17X,17Y,UniX,UniY,centroid size 
153,-5.23E-04,-2.60E-04,2.97E-03,-9.97E-05,-1.85E-03,-6.98E-03,3.61E-03,2.87E-03,3.84E-03,6.00E-04,3.62E-03,1.23E-03,-1.39E-02,8.71E-04,2.21E-03,-2.49E-03,-6.92E-03,-1.46E-03,5.17E-03,1.70E-03,3.61E-03,9.17E-04,2.32E-03,-5.35E-03,-1.06E-03,7.13E-03,-1.01E-03,4.34E-03,5.27E-03,-6.65E-04,-2.82E-03,-7.78E-05,1.64E-02,6.79E-03,1.51E-03,-8.22E-03,4.49E+01
154,-1.71E-03,-6.88E-04,4.98E-04,-1.23E-04,-8.32E-04,1.44E-03,6.81E-03,7.43E-03,-1.01E-03,-1.28E-03,2.24E-03,-7.38E-03,-4.59E-03,2.53E-03,1.49E-03,-2.24E-03,-3.24E-03,1.65E-03,3.66E-03,1.66E-04,-7.15E-03,2.24E-04,-6.91E-04,-3.60E-04,-4.50E-03,-5.46E-03,-7.71E-03,2.57E-03,-7.97E-03,4.03E-03,-1.15E-02,7.59E-03,8.50E-03,7.91E-03,-2.91E-02,9.74E-03,4.46E+01
155,-8.33E-04,-1.77E-03,8.53E-04,-2.26E-03,-3.55E-03,4.73E-03,6.79E-03,3.91E-03,4.73E-04,1.70E-04,3.48E-03,-7.04E-03,-8.66E-03,1.77E-03,-2.15E-03,1.08E-03,-5.67E-03,4.40E-03,1.07E-02,-1.54E-03,-3.39E-04,1.47E-03,3.47E-03,-5.90E-03,-5.97E-03,7.81E-05,-1.94E-03,3.78E-03,-1.04E-02,1.16E-03,-4.56E-03,1.34E-03,3.91E-02,3.15E-02,-3.53E-02,3.44E-03,4.60E+01
156,6.54E-04,7.28E-04,1.06E-03,1.94E-03,-1.64E-03,2.03E-03,-1.96E-03,2.22E-03,1.26E-04,3.11E-03,5.04E-03,-1.73E-03,-5.42E-03,9.13E-04,6.19E-03,-1.26E-03,-3.45E-03,3.74E-03,-3.41E-03,3.71E-04,2.78E-03,5.65E-03,1.10E-02,1.01E-03,-1.60E-02,3.47E-03,-5.89E-03,-2.25E-03,-1.18E-02,-6.63E-03,6.21E-04,2.62E-03,-3.61E-03,1.25E-02,-7.54E-04,4.25E-03,4.42E+01
158,-9.56E-04,2.33E-03,-2.61E-03,3.36E-04,-1.30E-02,-4.93E-03,-4.97E-03,-6.20E-07,-1.37E-03,4.72E-03,-3.75E-03,1.06E-03,-1.25E-02,2.74E-03,-3.29E-03,-3.47E-03,-5.94E-03,3.06E-03,1.04E-02,1.08E-03,4.15E-03,6.43E-03,1.18E-02,7.01E-04,-7.21E-03,3.00E-03,-2.83E-03,6.57E-03,-1.39E-02,1.20E-02,-6.69E-03,7.94E-03,1.20E-02,-3.41E-03,1.20E-03,1.34E-02,4.60E+01
159,-1.85E-03,-2.82E-04,-9.48E-04,2.38E-03,6.89E-04,1.60E-04,5.41E-03,5.58E-03,-2.60E-03,5.81E-03,-4.61E-03,-5.67E-04,-5.66E-03,-1.26E-03,2.48E-03,-2.52E-03,-3.91E-03,-2.55E-03,3.21E-03,1.89E-04,-2.14E-03,5.01E-03,1.83E-03,-2.98E-03,-4.77E-03,-1.33E-03,-7.47E-03,5.19E-03,-1.15E-03,4.77E-03,-2.97E-03,-4.01E-03,3.22E-02,1.32E-02,-3.18E-02,-1.73E-04,4.63E+01
106,-1.19E-04,2.72E-03,-3.27E-04,-1.56E-03,2.11E-03,-4.75E-03,4.00E-03,-3.91E-03,-1.96E-03,-2.84E-03,1.02E-02,-1.14E-03,1.28E-02,-3.03E-03,-6.94E-03,3.39E-03,7.26E-03,-2.27E-03,-1.27E-02,5.74E-04,-7.97E-03,-1.22E-03,9.85E-03,-4.29E-03,-8.04E-03,-9.60E-03,1.07E-03,-9.36E-04,-1.36E-02,-5.30E-03,-5.09E-03,-6.56E-03,-7.06E-03,-1.10E-02,-1.25E-02,1.69E-02,4.56E+01
160,1.32E-05,-3.13E-04,-4.35E-03,1.56E-03,-1.20E-04,-3.81E-03,3.91E-03,3.88E-03,-7.16E-03,4.22E-03,-5.79E-03,2.94E-03,3.51E-05,-2.60E-03,3.24E-04,-1.25E-03,-1.05E-02,1.40E-04,5.55E-03,-2.34E-03,3.57E-03,7.11E-03,9.57E-03,-7.69E-04,-1.03E-02,2.94E-03,-7.35E-03,6.09E-03,-1.27E-02,6.10E-03,1.24E-03,-2.62E-03,2.22E-02,9.18E-03,-1.85E-02,9.30E-03,4.49E+01
161,-3.37E-04,1.57E-03,4.60E-04,3.26E-04,-2.49E-03,-5.83E-03,-3.97E-03,1.78E-03,5.11E-04,2.31E-04,3.92E-03,-1.15E-03,2.98E-05,1.61E-03,2.94E-03,-4.32E-03,5.97E-03,2.79E-03,-8.84E-03,5.55E-03,-3.86E-04,-3.86E-03,1.12E-02,1.75E-03,-1.42E-02,5.81E-04,4.10E-03,-1.12E-03,-1.36E-02,-4.39E-03,-5.38E-03,7.38E-04,5.98E-03,1.72E-02,-1.40E-02,1.28E-02,4.54E+01
162,2.42E-04,1.85E-03,-7.33E-04,2.00E-03,8.41E-04,-3.89E-04,4.30E-03,2.69E-03,-3.30E-03,3.28E-03,2.12E-04,4.46E-03,-5.20E-03,1.56E-03,-2.39E-03,-2.86E-04,-8.48E-03,1.46E-03,4.56E-03,-4.84E-04,-5.34E-03,1.03E-03,5.96E-03,-3.98E-03,-1.01E-02,-4.92E-03,-9.57E-05,5.83E-03,-1.49E-02,-5.74E-03,6.26E-03,-1.00E-02,1.62E-02,1.91E-02,-2.37E-02,5.16E-03,4.68E+01
163,-2.00E-04,1.27E-03,-1.34E-04,4.08E-03,-6.04E-04,1.06E-03,4.62E-03,8.08E-03,1.77E-03,5.68E-03,-8.46E-04,1.80E-03,6.94E-03,-4.44E-03,9.14E-06,-3.57E-03,5.73E-03,-4.78E-04,-2.73E-02,3.82E-03,4.32E-03,5.27E-04,-1.27E-02,-2.84E-03,-5.17E-03,3.26E-03,-9.21E-04,-1.08E-02,1.90E-03,-4.85E-03,1.31E-03,-7.39E-03,2.24E-02,-1.27E-02,1.33E-02,1.20E-02,4.43E+01
164,-4.44E-04,1.04E-03,-2.90E-04,2.97E-05,5.24E-03,3.34E-03,-2.55E-03,-1.87E-04,-1.30E-03,-1.34E-03,-2.73E-03,-2.67E-03,2.24E-03,1.13E-03,3.90E-04,-3.72E-03,-5.17E-03,3.88E-03,-3.82E-04,1.47E-03,1.11E-03,1.70E-03,-4.83E-03,-5.21E-04,1.60E-02,-3.34E-03,-5.84E-03,-3.35E-03,-1.08E-02,-2.35E-03,5.12E-03,-3.04E-03,1.12E-02,1.33E-02,1.44E-03,-1.37E-04,4.55E+01
165,7.33E-04,1.92E-04,3.71E-03,2.93E-04,5.02E-04,7.59E-04,1.19E-03,-1.12E-03,4.64E-03,6.28E-04,7.78E-03,-3.33E-03,-6.83E-03,6.05E-03,1.42E-03,6.40E-04,-5.97E-03,1.94E-03,-3.36E-03,4.04E-03,3.29E-03,-1.85E-03,-3.51E-03,-4.30E-03,2.44E-03,5.09E-03,-1.79E-03,5.21E-03,8.73E-03,-2.44E-04,5.25E-03,3.54E-03,7.28E-03,6.12E-03,1.00E-02,8.11E-03,4.59E+01
166,-4.48E-04,1.41E-03,5.39E-04,-1.62E-03,2.30E-03,4.73E-04,-3.44E-03,-1.87E-03,-1.18E-03,2.35E-03,4.59E-03,-4.19E-03,3.64E-03,-1.12E-03,-1.66E-03,2.28E-03,-2.44E-03,-2.57E-04,2.74E-03,1.42E-03,-7.57E-03,-5.36E-03,6.79E-04,-1.95E-03,9.40E-03,-1.46E-03,-8.77E-03,-2.64E-03,-1.04E-02,-4.13E-03,1.04E-02,3.04E-03,-3.38E-03,3.36E-03,-2.85E-03,6.98E-03,4.53E+01
167,9.21E-04,-9.60E-04,6.71E-05,1.61E-03,-1.68E-03,-2.27E-03,-3.63E-03,-1.95E-03,1.79E-04,3.06E-03,-5.01E-03,-5.63E-04,-6.87E-03,-9.83E-04,5.42E-03,-7.33E-04,-6.18E-04,4.07E-03,2.36E-03,8.91E-04,-1.81E-03,1.02E-03,5.91E-03,-1.93E-03,7.27E-03,1.26E-02,9.40E-03,-1.44E-03,-1.03E-02,1.05E-02,6.82E-03,1.01E-04,4.64E-03,1.66E-02,2.61E-02,4.75E-03,4.54E+01
168,-1.23E-03,-9.89E-04,-1.69E-03,-1.05E-03,-4.72E-03,-3.06E-03,4.98E-03,-5.94E-03,-1.68E-03,5.94E-04,1.58E-04,-1.76E-03,2.38E-03,-4.44E-03,2.04E-03,-1.28E-03,4.62E-03,-5.07E-03,1.25E-02,-8.29E-03,6.72E-04,-3.50E-04,1.03E-02,-5.64E-03,-1.05E-03,-3.14E-03,5.55E-03,-2.64E-03,-3.69E-03,9.89E-04,-6.07E-04,-9.26E-03,4.66E-03,7.14E-03,-7.38E-03,1.72E-02,4.63E+01
169,-1.93E-04,6.69E-04,-2.27E-03,2.13E-03,-2.84E-03,-5.25E-04,1.72E-03,1.09E-03,-5.42E-03,4.38E-03,-2.33E-03,-4.50E-04,-4.10E-03,1.70E-03,1.17E-03,-8.74E-04,-8.35E-03,2.21E-03,8.86E-03,-4.94E-04,-1.23E-02,7.34E-03,4.98E-04,-1.39E-04,-9.24E-03,9.10E-03,-4.16E-03,-4.91E-03,-9.60E-03,9.12E-03,-2.26E-03,-1.58E-03,-4.57E-04,-2.72E-03,1.10E-02,6.05E-03,4.58E+01
107,-1.94E-03,1.61E-03,2.56E-03,-1.00E-03,-5.45E-03,-1.63E-03,8.81E-04,-5.84E-03,2.84E-03,2.01E-03,1.11E-02,-5.13E-03,1.88E-03,-3.39E-03,-1.69E-03,1.28E-03,1.29E-02,-3.07E-03,1.32E-03,-3.55E-03,-1.51E-02,7.76E-03,6.55E-03,1.26E-03,-3.36E-03,9.71E-04,4.00E-03,-1.05E-03,-9.04E-04,2.06E-03,1.36E-04,5.19E-03,-3.49E-04,-9.18E-03,4.64E-03,1.54E-02,4.62E+01
170,-8.32E-04,3.06E-04,2.06E-04,-2.84E-04,-1.23E-03,3.71E-03,-3.38E-03,-2.15E-03,-1.76E-03,-3.26E-05,1.81E-03,-2.43E-03,-1.38E-03,-2.56E-03,2.48E-03,2.56E-03,-2.44E-03,-3.88E-05,8.24E-03,-3.06E-03,-1.06E-02,-5.53E-04,1.79E-03,4.83E-04,2.00E-03,-5.00E-03,1.01E-03,-1.06E-02,-1.39E-02,-2.04E-03,-7.39E-04,1.38E-03,5.27E-03,1.25E-02,-1.25E-02,1.33E-03,4.59E+01
171,-9.50E-04,2.16E-03,3.01E-03,2.44E-03,-3.28E-03,4.56E-03,-7.25E-03,9.78E-04,4.11E-03,2.52E-03,5.00E-03,1.48E-03,-7.61E-03,-4.09E-03,3.01E-03,2.54E-03,-2.60E-04,3.11E-03,5.33E-03,-1.45E-03,-1.30E-04,3.04E-04,-1.61E-03,3.03E-03,2.26E-03,-2.91E-03,-6.32E-03,-1.08E-03,-6.89E-03,-2.83E-03,7.38E-04,2.93E-03,-3.54E-03,3.04E-03,5.26E-03,4.83E-03,4.62E+01
172,-1.92E-04,-7.67E-04,-2.24E-04,3.97E-04,5.83E-04,6.14E-03,-2.81E-03,-1.23E-04,-1.60E-03,-1.34E-03,-2.68E-03,3.50E-03,-4.42E-03,1.91E-03,4.70E-03,1.44E-03,-9.22E-03,1.82E-03,5.42E-03,2.02E-03,-6.12E-04,-2.97E-03,1.42E-03,2.25E-03,6.48E-03,7.68E-04,-3.20E-03,6.90E-04,-4.87E-03,-7.83E-03,7.86E-03,-1.59E-03,-7.02E-03,1.71E-02,7.75E-03,-4.84E-04,4.54E+01
173,4.27E-04,-5.79E-05,-4.24E-03,4.25E-04,4.43E-04,4.01E-03,-8.26E-04,-2.93E-03,-4.20E-03,2.77E-04,-3.95E-03,-1.83E-04,1.05E-02,-1.83E-03,-8.87E-03,3.29E-03,-6.24E-04,2.02E-03,-3.09E-03,2.62E-03,5.47E-03,-2.30E-03,8.41E-03,3.74E-03,1.59E-02,-4.95E-03,-5.36E-03,-1.01E-03,-2.85E-03,-4.66E-03,4.68E-03,5.45E-03,2.42E-02,-2.10E-03,2.63E-02,-2.31E-03,4.45E+01
174,-8.07E-05,6.86E-04,-1.45E-03,2.41E-03,1.62E-03,4.29E-03,-8.86E-03,-2.21E-03,-2.21E-04,3.02E-03,-2.07E-03,-8.03E-04,7.74E-03,-4.73E-03,-5.75E-06,3.98E-04,2.02E-04,2.28E-03,1.24E-02,2.39E-03,1.28E-02,4.47E-03,-4.02E-03,3.26E-03,1.86E-02,7.82E-03,-4.24E-03,1.33E-02,-5.66E-03,7.97E-03,1.60E-02,-4.23E-03,9.51E-03,5.51E-03,3.03E-02,2.26E-03,4.35E+01
175,1.45E-03,-3.38E-04,2.41E-03,1.65E-03,6.85E-04,2.34E-04,1.09E-03,2.20E-03,4.99E-03,3.59E-03,1.27E-03,2.94E-03,-7.60E-03,-1.37E-04,-2.53E-04,3.81E-03,1.60E-03,3.45E-04,2.14E-03,-2.67E-03,1.33E-02,1.00E-04,5.72E-03,-2.49E-03,3.94E-03,-3.11E-03,2.47E-03,1.02E-03,1.55E-03,-4.22E-03,1.23E-02,1.14E-03,-3.56E-03,-1.41E-02,2.44E-02,4.57E-03,4.43E+01
176,-6.71E-04,-2.95E-04,1.51E-03,1.42E-03,1.07E-03,2.89E-03,1.50E-03,1.30E-03,3.30E-03,2.35E-03,-1.89E-03,3.44E-03,-7.66E-03,2.43E-03,-4.41E-03,3.50E-03,-6.48E-03,3.60E-03,-4.04E-03,5.54E-03,5.74E-03,-1.38E-03,-4.54E-03,2.68E-03,1.44E-02,2.50E-03,-7.71E-03,9.98E-04,1.36E-02,-4.08E-03,7.85E-03,3.72E-03,-1.08E-02,-7.43E-03,2.42E-02,1.39E-03,4.54E+01
177,3.90E-04,-9.33E-04,1.91E-03,2.37E-03,1.04E-03,8.97E-04,-1.04E-02,2.18E-03,2.67E-03,1.86E-03,1.17E-02,8.86E-04,4.15E-03,-1.55E-03,-5.13E-03,5.37E-03,-8.27E-03,5.37E-03,8.88E-03,1.06E-03,7.71E-03,-5.45E-03,-6.60E-03,5.44E-03,1.95E-02,1.79E-03,-1.36E-02,-2.04E-03,3.79E-04,5.08E-03,-1.05E-02,9.76E-03,-1.07E-02,-7.26E-03,1.22E-02,-3.56E-03,4.69E+01
178,-3.67E-04,2.24E-03,1.29E-03,1.27E-04,2.11E-03,1.48E-03,2.65E-03,-1.64E-03,2.39E-03,-1.02E-03,-2.25E-03,-9.54E-04,-3.51E-03,-1.95E-03,9.26E-04,3.08E-05,1.16E-03,-2.99E-03,8.52E-03,-6.15E-03,2.84E-03,3.29E-03,-4.94E-03,-1.70E-03,7.46E-03,4.05E-03,2.72E-03,-3.95E-03,1.09E-02,1.10E-02,5.34E-03,2.10E-03,-2.99E-03,1.19E-02,1.99E-02,1.38E-03,4.74E+01
179,4.56E-04,-6.33E-05,1.05E-03,2.62E-04,-3.84E-03,-8.61E-03,-7.38E-03,-1.27E-02,4.60E-03,3.40E-03,-4.46E-06,-3.52E-05,-1.08E-03,-5.36E-03,-9.45E-04,-3.94E-03,1.17E-03,-2.69E-03,5.50E-03,-4.15E-03,1.23E-02,1.82E-04,-1.02E-02,-1.29E-03,1.09E-02,1.74E-02,5.71E-03,2.88E-03,-2.03E-03,1.42E-02,1.07E-02,2.96E-03,1.13E-02,1.39E-02,2.70E-02,1.25E-02,4.69E+01
108,-1.31E-04,9.83E-04,6.73E-03,-3.83E-03,-1.71E-03,5.68E-03,1.32E-03,-3.56E-03,1.24E-02,-5.42E-03,6.76E-03,-3.13E-03,-3.91E-03,-3.28E-03,2.49E-03,-1.52E-03,1.59E-02,-1.37E-03,7.99E-04,-3.32E-04,9.09E-03,4.27E-03,-1.03E-02,1.90E-03,9.98E-03,-4.74E-03,8.05E-03,-1.36E-03,1.32E-02,1.10E-04,9.47E-03,-1.76E-03,-6.18E-03,-2.12E-03,-5.53E-03,-1.94E-02,4.52E+01
180,4.66E-04,-1.49E-03,-5.69E-04,-2.03E-04,1.67E-03,2.21E-03,5.09E-03,3.49E-03,9.45E-05,-1.58E-03,-6.50E-03,4.49E-03,2.35E-03,2.05E-03,3.05E-03,2.42E-03,-3.76E-03,-1.29E-03,7.75E-04,4.34E-03,5.63E-03,-1.12E-03,-1.84E-02,8.37E-03,1.19E-02,3.93E-03,1.09E-03,3.69E-03,-4.74E-03,9.29E-03,1.79E-03,1.74E-03,-1.35E-02,7.89E-04,3.63E-03,-1.12E-02,4.59E+01
181,1.10E-03,-1.92E-03,-7.95E-04,-1.17E-03,7.38E-03,7.94E-04,-1.41E-02,9.72E-04,-2.59E-03,2.03E-04,-3.24E-03,-1.52E-03,4.88E-03,2.76E-03,2.79E-03,-3.14E-03,-7.93E-03,3.78E-03,5.63E-03,4.98E-03,4.28E-03,-5.67E-03,-4.38E-03,9.16E-04,1.06E-02,-2.15E-03,-6.96E-03,1.06E-03,2.28E-03,-5.64E-03,1.61E-02,-1.75E-03,-6.70E-03,1.62E-02,2.19E-02,-3.99E-03,4.49E+01
182,-1.49E-04,-1.43E-04,-7.63E-04,4.92E-04,7.32E-03,4.60E-03,-1.31E-03,-1.15E-03,-2.31E-03,-2.34E-03,-8.49E-03,4.11E-03,-1.89E-03,5.00E-03,3.18E-03,1.49E-03,-8.27E-03,-1.64E-03,2.78E-03,3.65E-03,4.85E-03,-3.37E-03,-8.93E-03,-1.02E-03,-3.79E-05,3.99E-03,-2.71E-03,-3.01E-03,-5.43E-03,-6.57E-03,1.72E-02,-7.54E-03,-1.93E-02,9.15E-03,3.58E-03,-4.85E-03,4.51E+01
183,-6.35E-04,1.57E-03,-1.61E-03,1.85E-03,-2.10E-03,-3.32E-04,3.14E-03,-2.34E-03,-3.01E-03,5.72E-04,-1.44E-02,6.48E-03,-1.78E-02,1.03E-02,-4.37E-03,-9.13E-04,8.44E-03,-2.97E-03,-1.76E-02,4.71E-03,-2.51E-02,4.74E-03,1.32E-02,2.39E-03,-3.43E-02,1.00E-02,5.44E-03,6.20E-03,7.91E-03,6.52E-03,-1.30E-02,5.08E-03,-5.59E-02,-9.85E-03,1.40E-02,7.34E-03,4.51E+01
184,8.93E-05,-9.89E-04,-1.21E-04,3.13E-04,1.44E-03,3.00E-03,-8.80E-03,-9.42E-04,-6.92E-05,-2.34E-04,6.51E-04,-1.60E-03,1.11E-03,3.04E-03,-6.03E-04,1.67E-03,3.33E-03,2.98E-04,5.38E-04,8.22E-04,4.50E-03,-7.21E-03,4.73E-03,1.22E-03,-8.32E-03,-4.50E-03,-3.61E-03,-6.05E-03,-5.25E-03,-6.86E-03,-6.86E-03,3.94E-04,-5.67E-03,2.49E-03,-1.55E-03,-6.92E-03,4.54E+01
185,2.41E-04,-4.34E-04,-1.71E-03,-4.81E-03,-5.59E-03,6.24E-03,2.70E-05,-8.75E-04,1.98E-04,-6.79E-03,-2.15E-03,-3.68E-03,3.52E-03,1.94E-03,-3.47E-03,2.12E-03,7.87E-04,-1.78E-03,2.14E-03,2.27E-03,9.27E-03,-3.38E-03,-1.26E-03,1.04E-03,-2.44E-03,2.28E-03,2.01E-03,-1.04E-05,-3.81E-03,2.47E-03,6.84E-03,-1.66E-03,3.99E-03,-1.09E-03,4.83E-03,1.06E-02,4.59E+01
186,1.16E-03,-3.49E-03,-1.57E-03,-2.13E-03,-5.36E-03,4.48E-03,-5.37E-03,2.67E-03,6.03E-05,-2.71E-03,-4.31E-03,-4.39E-04,2.49E-03,-6.33E-04,5.04E-03,1.18E-03,1.39E-03,-8.59E-04,1.29E-02,-3.31E-03,1.02E-02,-1.27E-03,6.32E-04,-6.94E-04,7.21E-03,1.19E-03,9.74E-03,-2.99E-03,-6.33E-03,6.91E-03,4.32E-03,-3.61E-03,1.44E-02,-8.53E-04,1.00E-02,-3.57E-03,4.57E+01
187,1.95E-03,-3.19E-03,-1.38E-03,2.60E-03,-1.42E-03,-2.02E-03,-4.03E-03,4.47E-04,-1.32E-03,1.57E-03,-2.71E-03,1.55E-03,5.17E-03,-1.47E-03,1.26E-02,-1.01E-03,-2.45E-03,3.48E-04,1.73E-03,1.92E-03,8.04E-03,-2.48E-03,-3.74E-03,6.26E-03,6.40E-03,-1.93E-03,1.52E-03,-2.91E-03,-1.58E-03,4.35E-03,-2.23E-03,6.75E-03,6.55E-03,-3.65E-03,1.54E-02,3.08E-03,4.55E+01
188,-7.08E-04,-1.09E-03,-1.94E-04,3.66E-05,1.34E-04,-3.27E-03,5.47E-03,-6.74E-03,2.54E-04,6.35E-05,1.82E-03,-1.68E-03,3.07E-04,-1.53E-03,-1.48E-03,1.06E-03,-2.76E-03,-4.63E-03,4.82E-03,-6.42E-03,5.79E-03,1.15E-03,5.79E-03,-8.64E-03,7.55E-03,-5.13E-03,1.77E-03,-2.67E-03,3.27E-03,-9.22E-04,1.31E-02,-9.44E-03,-9.65E-04,8.61E-03,2.39E-03,-1.03E-03,4.55E+01
189,7.95E-04,-6.35E-04,-2.18E-03,2.27E-03,-2.07E-03,3.77E-03,-2.31E-03,-4.22E-03,-1.53E-03,1.21E-03,-8.70E-03,2.80E-03,7.32E-04,-6.00E-04,5.48E-03,-2.32E-03,3.84E-03,-7.68E-04,5.78E-03,-1.20E-03,1.61E-03,4.06E-03,2.99E-03,1.39E-03,9.29E-03,2.64E-03,1.39E-02,-1.83E-03,-5.63E-03,6.93E-03,3.14E-03,9.76E-04,5.32E-03,4.81E-03,1.56E-02,-6.28E-03,4.60E+01
109,9.33E-04,2.29E-03,2.85E-04,1.07E-03,-3.33E-03,3.38E-03,-2.42E-03,-2.57E-04,2.87E-03,-1.35E-03,5.64E-04,1.74E-03,-1.45E-03,-2.66E-03,-6.75E-03,3.87E-03,3.11E-03,-7.31E-04,-2.07E-03,-8.00E-04,5.47E-03,1.70E-04,-3.71E-03,8.83E-03,-4.51E-03,-9.55E-04,7.70E-03,-3.51E-03,-2.14E-03,2.85E-03,4.46E-03,-1.66E-03,-2.12E-02,1.61E-03,-7.66E-04,-4.51E-03,4.58E+01
190,-6.04E-05,-2.86E-03,-1.87E-03,-2.90E-05,-2.11E-03,4.98E-03,-4.82E-04,-3.91E-03,-2.98E-03,1.48E-03,-1.50E-03,2.40E-03,4.20E-03,-2.39E-03,5.87E-03,-5.11E-05,-7.38E-03,1.43E-03,1.00E-03,1.92E-03,2.40E-03,-4.19E-04,-5.63E-04,5.87E-03,2.05E-03,-1.10E-03,7.37E-03,-3.01E-03,-1.02E-02,-4.88E-03,1.41E-02,-7.97E-03,-8.90E-03,2.49E-02,3.86E-03,-5.91E-03,4.49E+01
191,1.30E-03,-2.50E-03,2.11E-03,-1.73E-03,-3.55E-03,1.65E-03,-9.70E-04,-1.71E-03,4.29E-03,-3.06E-03,1.46E-03,2.62E-03,-1.38E-03,-1.32E-03,7.97E-03,-1.23E-03,6.81E-03,-2.91E-03,6.05E-03,1.19E-03,3.79E-03,-3.58E-04,2.73E-04,4.10E-03,1.18E-02,-2.03E-03,9.44E-03,-1.99E-03,-1.76E-03,-3.16E-03,4.12E-03,1.95E-03,2.55E-03,1.16E-02,7.74E-03,-1.36E-02,4.52E+01
192,-1.72E-03,-8.74E-04,1.20E-03,1.90E-04,1.73E-03,7.08E-04,-1.77E-03,-9.41E-04,1.33E-03,-3.02E-04,5.23E-03,-5.22E-03,4.11E-03,-4.99E-03,4.10E-03,-3.75E-04,-1.44E-03,-3.81E-03,4.49E-03,-6.51E-03,5.84E-03,-2.48E-03,-3.72E-03,-1.13E-03,9.08E-03,1.48E-03,2.49E-03,2.80E-03,-7.98E-03,1.28E-02,-1.42E-03,5.44E-03,1.64E-02,-1.07E-03,2.28E-02,5.52E-03,4.56E+01
193,5.58E-04,-7.29E-04,1.50E-03,-5.87E-04,1.10E-03,-5.86E-03,2.24E-03,1.05E-03,6.45E-04,4.85E-04,2.05E-03,-3.24E-03,-3.50E-03,-2.93E-03,5.94E-03,1.91E-03,1.03E-03,-2.75E-03,1.06E-02,-3.51E-03,-2.47E-03,-2.07E-04,1.74E-03,3.79E-03,2.24E-03,5.96E-03,-1.32E-03,-1.45E-03,-4.27E-03,1.71E-02,-7.21E-03,6.92E-03,1.70E-02,-1.79E-02,5.55E-03,1.01E-02,4.65E+01
194,1.84E-03,-2.78E-03,8.14E-04,-1.01E-03,9.85E-04,-4.86E-03,-5.36E-03,5.72E-07,7.37E-04,-5.41E-06,-3.26E-03,3.39E-03,-2.51E-03,7.07E-04,1.04E-02,-1.10E-04,-4.56E-04,4.91E-03,7.82E-03,3.34E-03,3.91E-03,-5.73E-03,-3.42E-04,-3.09E-04,6.33E-03,-2.23E-03,7.45E-03,-1.02E-03,-4.27E-03,5.70E-03,-6.16E-03,-1.15E-03,6.47E-03,-1.35E-02,7.62E-03,-9.63E-03,4.55E+01
195,1.99E-03,-2.79E-03,6.15E-04,-8.24E-04,6.48E-04,-7.93E-04,1.70E-03,-8.31E-04,3.69E-04,9.13E-04,-5.09E-03,6.39E-04,-4.17E-03,-1.81E-03,1.18E-02,-1.56E-03,-1.42E-03,-1.30E-03,5.27E-05,-1.84E-03,2.27E-03,-5.63E-03,1.37E-03,-3.85E-04,4.36E-03,3.19E-03,9.35E-03,-2.17E-04,7.32E-04,9.06E-03,-2.17E-03,3.93E-03,1.17E-02,4.24E-03,1.00E-02,-1.29E-02,4.55E+01
196,2.58E-03,-1.84E-04,-2.24E-03,1.98E-03,3.82E-03,8.02E-03,4.74E-03,-3.74E-03,-4.72E-03,3.35E-03,-4.05E-03,6.38E-03,5.87E-03,7.37E-04,3.48E-03,1.29E-03,-4.44E-04,2.67E-03,5.96E-03,7.10E-04,-2.96E-03,5.93E-03,5.08E-03,2.24E-03,-1.14E-03,2.34E-03,4.62E-03,-7.41E-03,1.17E-03,-1.52E-03,6.15E-04,-5.32E-03,7.02E-03,1.39E-02,4.65E-03,-1.91E-03,4.48E+01
197,2.19E-03,2.30E-03,-2.16E-04,4.48E-03,6.49E-03,1.18E-02,2.92E-03,-4.20E-03,-2.78E-04,2.94E-04,-3.20E-03,3.83E-03,5.51E-03,-1.23E-03,4.07E-03,-2.26E-04,4.73E-03,-4.03E-03,-7.57E-03,1.87E-03,6.96E-03,-1.78E-03,-1.22E-03,1.26E-03,-1.31E-03,-1.30E-03,9.64E-03,-6.13E-03,-8.75E-03,-9.06E-03,4.39E-03,-1.90E-02,1.10E-02,-4.62E-04,1.50E-02,1.97E-03,4.49E+01
198,9.96E-04,-1.68E-03,-8.01E-04,6.31E-04,6.03E-03,-2.30E-03,-2.06E-03,3.15E-05,-3.09E-03,9.38E-04,-5.34E-03,1.12E-03,2.23E-03,-2.50E-04,1.11E-02,-7.94E-03,-3.12E-03,1.88E-03,-5.63E-03,2.34E-03,7.51E-05,-3.37E-03,2.09E-03,-4.30E-03,-2.64E-03,-6.12E-03,1.02E-02,-5.68E-03,1.66E-03,-4.47E-03,-8.54E-03,3.88E-04,3.19E-03,-1.33E-02,2.24E-03,-1.14E-02,4.56E+01
