go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0002449	lymphocyte mediated immunity	biological_process	6	924	39	34268	5.71	5.768e-04	2.270e-02		LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0016064	immunoglobulin mediated immune response	biological_process	6	924	39	34268	5.71	5.768e-04	2.270e-02	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0005262	calcium channel activity	molecular_function	14	924	191	34268	2.72	7.243e-04	2.754e-02		LOC120023380,LOC120024697,LOC120032361,LOC120032372,LOC120032395,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120040198,LOC120040628,LOC120041637,LOC120047712,slc24a5
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	6	924	41	34268	5.43	7.595e-04	2.754e-02	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0015085	calcium ion transmembrane transporter activity	molecular_function	16	924	237	34268	2.5	7.674e-04	2.754e-02		LOC120023380,LOC120024697,LOC120032125,LOC120032361,LOC120032372,LOC120032395,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120040198,LOC120040628,LOC120041637,LOC120047712,slc24a5,slc8a2b
GO:0005938	cell cortex	cellular_component	18	924	285	34268	2.34	8.101e-04	2.824e-02		LOC120031673,LOC120032585,LOC120035949,LOC120036232,LOC120036510,LOC120036775,LOC120038021,LOC120038024,LOC120043099,LOC120043108,LOC120043109,LOC120043110,LOC120044712,LOC120047173,LOC120047327,LOC120050816,rims1b,rims2a
GO:0002088	lens development in camera-type eye	biological_process	10	924	113	34268	3.28	9.855e-04	3.340e-02		LOC120034426,LOC120041978,LOC120050560,LOC120050565,LOC120050566,LOC120050580,LOC120050862,LOC120050864,LOC120050865,crybgx
GO:0002443	leukocyte mediated immunity	biological_process	6	924	44	34268	5.06	1.113e-03	3.671e-02		LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0099590	neurotransmitter receptor internalization	biological_process	4	924	18	34268	8.24	1.188e-03	3.717e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0051968	positive regulation of synaptic transmission, glutamatergic	biological_process	4	924	18	34268	8.24	1.188e-03	3.717e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0005666	RNA polymerase III complex	cellular_component	5	924	31	34268	5.98	1.338e-03	3.744e-02		LOC120022234,LOC120031161,LOC120034192,LOC120048860,LOC120049121
GO:0005212	structural constituent of eye lens	molecular_function	10	924	118	34268	3.14	1.372e-03	3.744e-02		LOC120034426,LOC120041978,LOC120050560,LOC120050565,LOC120050566,LOC120050580,LOC120050862,LOC120050864,LOC120050865,crybgx
GO:0002399	MHC class II protein complex assembly	biological_process	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0023023	MHC protein complex binding	molecular_function	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002501	peptide antigen assembly with MHC protein complex	biological_process	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	biological_process	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002503	peptide antigen assembly with MHC class II protein complex	biological_process	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002396	MHC protein complex assembly	biological_process	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0023026	MHC class II protein complex binding	molecular_function	4	924	19	34268	7.81	1.473e-03	3.744e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0019941	modification-dependent protein catabolic process	biological_process	28	924	566	34268	1.83	1.717e-03	3.858e-02		LOC120017705,LOC120017880,LOC120023431,LOC120025220,LOC120026446,LOC120028660,LOC120031228,LOC120031382,LOC120031496,LOC120032839,LOC120034075,LOC120034357,LOC120034746,LOC120034786,LOC120034990,LOC120035934,LOC120036222,LOC120037120,LOC120037910,LOC120038696,LOC120040511,LOC120042770,LOC120046258,LOC120047790,LOC120048342
GO:0043632	modification-dependent macromolecule catabolic process	biological_process	28	924	566	34268	1.83	1.717e-03	3.858e-02		LOC120017705,LOC120017880,LOC120023431,LOC120025220,LOC120026446,LOC120028660,LOC120031228,LOC120031382,LOC120031496,LOC120032839,LOC120034075,LOC120034357,LOC120034746,LOC120034786,LOC120034990,LOC120035934,LOC120036222,LOC120037120,LOC120037910,LOC120038696,LOC120040511,LOC120042770,LOC120046258,LOC120047790,LOC120048342
GO:0008333	endosome to lysosome transport	biological_process	6	924	48	34268	4.64	1.767e-03	3.858e-02		LOC120019732,LOC120032361,LOC120032372,LOC120034098,LOC120040628,LOC120047712
GO:0099601	regulation of neurotransmitter receptor activity	biological_process	5	924	33	34268	5.62	1.788e-03	3.858e-02		LOC120032361,LOC120032372,LOC120034033,LOC120040628,LOC120047712
GO:2000311	regulation of AMPA receptor activity	biological_process	5	924	33	34268	5.62	1.788e-03	3.858e-02		LOC120032361,LOC120032372,LOC120034033,LOC120040628,LOC120047712
GO:0042613	MHC class II protein complex	cellular_component	4	924	20	34268	7.42	1.802e-03	3.858e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0042611	MHC protein complex	cellular_component	4	924	20	34268	7.42	1.802e-03	3.858e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	biological_process	4	924	20	34268	7.42	1.802e-03	3.858e-02	Y	LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0098943	neurotransmitter receptor transport, postsynaptic endosome to lysosome	biological_process	4	924	20	34268	7.42	1.802e-03	3.858e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0034762	regulation of transmembrane transport	biological_process	14	924	212	34268	2.45	1.959e-03	4.121e-02		LOC120029350,LOC120029915,LOC120031037,LOC120031470,LOC120032361,LOC120032372,LOC120032395,LOC120033736,LOC120033963,LOC120034033,LOC120034351,LOC120040628,LOC120047712,LOC120051648
GO:0007423	sensory organ development	biological_process	13	924	190	34268	2.54	2.050e-03	4.238e-02		LOC120030692,LOC120033014,LOC120034426,LOC120041978,LOC120043662,LOC120050560,LOC120050565,LOC120050566,LOC120050580,LOC120050862,LOC120050864,LOC120050865,crybgx
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	4	924	21	34268	7.06	2.179e-03	4.359e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	biological_process	4	924	21	34268	7.06	2.179e-03	4.359e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0010469	regulation of signaling receptor activity	biological_process	6	924	51	34268	4.36	2.423e-03	4.767e-02		LOC120032361,LOC120032372,LOC120032517,LOC120034033,LOC120040628,LOC120047712
GO:0043010	camera-type eye development	biological_process	10	924	129	34268	2.87	2.662e-03	5.154e-02		LOC120034426,LOC120041978,LOC120050560,LOC120050565,LOC120050566,LOC120050580,LOC120050862,LOC120050864,LOC120050865,crybgx
GO:0005891	voltage-gated calcium channel complex	cellular_component	7	924	71	34268	3.66	3.014e-03	5.463e-02		LOC120023380,LOC120032361,LOC120032395,LOC120034271,LOC120034351,LOC120036666,LOC120041637
GO:0019884	antigen processing and presentation of exogenous antigen	biological_process	4	924	23	34268	6.45	3.090e-03	5.463e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002478	antigen processing and presentation of exogenous peptide antigen	biological_process	4	924	23	34268	6.45	3.090e-03	5.463e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0098953	receptor diffusion trapping	biological_process	4	924	23	34268	6.45	3.090e-03	5.463e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping	biological_process	4	924	23	34268	6.45	3.090e-03	5.463e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0099628	neurotransmitter receptor diffusion trapping	biological_process	4	924	23	34268	6.45	3.090e-03	5.463e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0005506	iron ion binding	molecular_function	15	924	251	34268	2.22	3.591e-03	6.201e-02		LOC120034042,LOC120034258,LOC120034259,LOC120034390,LOC120034565,LOC120035040,LOC120035180,LOC120035602,LOC120036150,LOC120039609,LOC120042124,LOC120042131,LOC120044844,LOC120048801,LOC120056450
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	26	924	541	34268	1.78	3.608e-03	6.201e-02		LOC120017880,LOC120023431,LOC120025220,LOC120028660,LOC120031228,LOC120031382,LOC120031496,LOC120032839,LOC120034075,LOC120034357,LOC120034746,LOC120034786,LOC120034990,LOC120035934,LOC120036222,LOC120037120,LOC120037910,LOC120038696,LOC120040511,LOC120042770,LOC120046258,LOC120047790,LOC120048342,LOC120048863,psmc4
GO:0050806	positive regulation of synaptic transmission	biological_process	6	924	56	34268	3.97	3.900e-03	6.608e-02		LOC120032361,LOC120032372,LOC120040628,LOC120047712,rims1b,rims2a
GO:0022843	voltage-gated monoatomic cation channel activity	molecular_function	17	924	304	34268	2.07	3.970e-03	6.634e-02		LOC120023380,LOC120029350,LOC120029915,LOC120030936,LOC120032361,LOC120032372,LOC120032395,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120039924,LOC120040197,LOC120040628,LOC120041637,LOC120047712,LOC120056459
GO:0030163	protein catabolic process	biological_process	29	924	632	34268	1.7	4.217e-03	6.905e-02		LOC120017705,LOC120017880,LOC120018827,LOC120023431,LOC120025220,LOC120026446,LOC120028660,LOC120031228,LOC120031382,LOC120031496,LOC120032839,LOC120034075,LOC120034357,LOC120034746,LOC120034786,LOC120034990,LOC120035934,LOC120036222,LOC120037120,LOC120037910,LOC120038696,LOC120040511,LOC120042770,LOC120046258,LOC120047790
GO:0019226	transmission of nerve impulse	biological_process	5	924	40	34268	4.64	4.245e-03	6.905e-02		LOC120032361,LOC120032372,LOC120040628,LOC120041637,LOC120047712
GO:0070588	calcium ion transmembrane transport	biological_process	12	924	184	34268	2.42	4.403e-03	7.069e-02		LOC120023380,LOC120032125,LOC120032361,LOC120032395,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120040198,LOC120041637,slc24a5,slc8a2b
GO:0022898	regulation of transmembrane transporter activity	biological_process	9	924	117	34268	2.85	4.490e-03	7.115e-02		LOC120031470,LOC120032361,LOC120032372,LOC120033963,LOC120034033,LOC120034351,LOC120040628,LOC120047712,LOC120051648
GO:0031624	ubiquitin conjugating enzyme binding	molecular_function	5	924	41	34268	4.52	4.729e-03	7.397e-02		LOC120031228,LOC120041291,LOC120047790,LOC120048342,ube3d
GO:0048002	antigen processing and presentation of peptide antigen	biological_process	4	924	27	34268	5.49	5.623e-03	8.684e-02		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002440	production of molecular mediator of immune response	biological_process	4	924	28	34268	5.3	6.423e-03	9.593e-02	Y	LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002377	immunoglobulin production	biological_process	4	924	28	34268	5.3	6.423e-03	9.593e-02	Y	LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0002250	adaptive immune response	biological_process	6	924	62	34268	3.59	6.448e-03	9.593e-02	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0038179	neurotrophin signaling pathway	biological_process	3	924	15	34268	7.42	6.977e-03	1.025e-01		LOC120032586,LOC120036154,LOC120039573
GO:0044390	ubiquitin-like protein conjugating enzyme binding	molecular_function	5	924	45	34268	4.12	7.060e-03	1.025e-01		LOC120031228,LOC120041291,LOC120047790,LOC120048342,ube3d
GO:0071692	protein localization to extracellular region	biological_process	7	924	86	34268	3.02	8.627e-03	1.221e-01		LOC120031222,LOC120031991,LOC120039387,LOC120039669,LOC120041723,LOC120043641,LOC120048677
GO:0009306	protein secretion	biological_process	7	924	86	34268	3.02	8.627e-03	1.221e-01		LOC120031222,LOC120031991,LOC120039387,LOC120039669,LOC120041723,LOC120043641,LOC120048677
GO:0007041	lysosomal transport	biological_process	6	924	66	34268	3.37	8.709e-03	1.221e-01		LOC120019732,LOC120032361,LOC120032372,LOC120034098,LOC120040628,LOC120047712
GO:0035592	establishment of protein localization to extracellular region	biological_process	7	924	87	34268	2.98	9.169e-03	1.270e-01		LOC120031222,LOC120031991,LOC120039387,LOC120039669,LOC120041723,LOC120043641,LOC120048677
GO:0019882	antigen processing and presentation	biological_process	4	924	31	34268	4.79	9.262e-03	1.270e-01		LOC120018157,LOC120036770,LOC120036924,LOC120037498
GO:0098878	neurotransmitter receptor complex	cellular_component	7	924	88	34268	2.95	9.736e-03	1.305e-01		LOC120026774,LOC120032361,LOC120032372,LOC120034033,LOC120040628,LOC120043461,LOC120047712
GO:0008328	ionotropic glutamate receptor complex	cellular_component	7	924	88	34268	2.95	9.736e-03	1.305e-01		LOC120026774,LOC120032361,LOC120032372,LOC120034033,LOC120040628,LOC120043461,LOC120047712
GO:0099571	postsynaptic cytoskeleton	cellular_component	3	924	17	34268	6.54	1.002e-02	1.314e-01		LOC120017751,LOC120017841,LOC120027795
GO:0099160	postsynaptic intermediate filament cytoskeleton	cellular_component	3	924	17	34268	6.54	1.002e-02	1.314e-01		LOC120017751,LOC120017841,LOC120027795
GO:0046914	transition metal ion binding	molecular_function	61	924	1670	34268	1.35	1.055e-02	1.370e-01		LOC120026242,LOC120028831,LOC120031034,LOC120031117,LOC120031228,LOC120031303,LOC120031334,LOC120031459,LOC120031504,LOC120032113,LOC120032664,LOC120033116,LOC120034042,LOC120034075,LOC120034187,LOC120034189,LOC120034192,LOC120034258,LOC120034259,LOC120034277,LOC120034390,LOC120034565,LOC120034978,LOC120035040,LOC120035180
GO:0033135	regulation of peptidyl-serine phosphorylation	biological_process	3	924	18	34268	6.18	1.178e-02	1.513e-01		LOC120028326,LOC120036154,LOC120039573
GO:0009057	macromolecule catabolic process	biological_process	34	924	838	34268	1.5	1.274e-02	1.611e-01		LOC120017705,LOC120017880,LOC120018827,LOC120019732,LOC120023431,LOC120025220,LOC120026446,LOC120028660,LOC120031228,LOC120031382,LOC120031496,LOC120032839,LOC120034075,LOC120034357,LOC120034746,LOC120034786,LOC120034990,LOC120035934,LOC120036222,LOC120037120,LOC120037910,LOC120038696,LOC120039718,LOC120040511,LOC120042479
GO:0006383	transcription by RNA polymerase III	biological_process	4	924	34	34268	4.36	1.281e-02	1.611e-01		LOC120022234,LOC120031161,LOC120034192,LOC120049121
GO:0002252	immune effector process	biological_process	6	924	72	34268	3.09	1.309e-02	1.629e-01	Y	LOC120018157,LOC120032458,LOC120034230,LOC120036770,LOC120036924,LOC120037498
GO:0042274	ribosomal small subunit biogenesis	biological_process	7	924	94	34268	2.76	1.369e-02	1.641e-01		LOC120020490,LOC120022514,LOC120032603,LOC120038866,LOC120048439,LOC120048678,LOC120053876
GO:0006833	water transport	biological_process	3	924	19	34268	5.86	1.372e-02	1.641e-01		LOC120035364,LOC120044677,LOC120048806
GO:0042044	fluid transport	biological_process	3	924	19	34268	5.86	1.372e-02	1.641e-01		LOC120035364,LOC120044677,LOC120048806
GO:0002573	myeloid leukocyte differentiation	biological_process	3	924	19	34268	5.86	1.372e-02	1.641e-01		LOC120033253,LOC120036900,LOC120053918
GO:0008331	high voltage-gated calcium channel activity	molecular_function	4	924	35	34268	4.24	1.416e-02	1.678e-01		LOC120023380,LOC120034271,LOC120034351,LOC120036666
GO:0034704	calcium channel complex	cellular_component	7	924	95	34268	2.73	1.444e-02	1.694e-01		LOC120023380,LOC120032361,LOC120032395,LOC120034271,LOC120034351,LOC120036666,LOC120041637
GO:0035459	vesicle cargo loading	biological_process	5	924	54	34268	3.43	1.501e-02	1.743e-01		LOC120039387,LOC120039669,LOC120041723,LOC120043641,LOC120056951
GO:0061462	protein localization to lysosome	biological_process	4	924	36	34268	4.12	1.560e-02	1.781e-01		LOC120032361,LOC120032372,LOC120040628,LOC120047712
GO:0005829	cytosol	cellular_component	59	924	1640	34268	1.33	1.562e-02	1.781e-01		LOC120017408,LOC120019732,LOC120020490,LOC120022514,LOC120025220,LOC120028660,LOC120031284,LOC120031338,LOC120031369,LOC120031389,LOC120032388,LOC120032422,LOC120032877,LOC120033009,LOC120033928,LOC120034040,LOC120034041,LOC120034042,LOC120034065,LOC120034130,LOC120034143,LOC120034207,LOC120034211,LOC120034256,LOC120034257
GO:0045236	CXCR chemokine receptor binding	molecular_function	3	924	20	34268	5.56	1.582e-02	1.787e-01		LOC120037603,LOC120044602,LOC120044603
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	biological_process	5	924	56	34268	3.31	1.735e-02	1.926e-01		LOC120017880,LOC120031496,LOC120032839,LOC120038696,LOC120040511
GO:0005244	voltage-gated monoatomic ion channel activity	molecular_function	17	924	356	34268	1.77	1.737e-02	1.926e-01		LOC120023380,LOC120029350,LOC120029915,LOC120030936,LOC120032361,LOC120032372,LOC120032395,LOC120034271,LOC120034351,LOC120035028,LOC120036666,LOC120039924,LOC120040197,LOC120040628,LOC120041637,LOC120047712,LOC120056459
