go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0017154	semaphorin receptor activity	molecular_function	7	945	41	34268	6.19	1.176e-04	8.413e-03		LOC120020574,LOC120022048,LOC120033173,LOC120040412,LOC120040415,LOC120059535,LOC120061638
GO:0005891	voltage-gated calcium channel complex	cellular_component	9	945	71	34268	4.6	1.431e-04	8.941e-03		LOC120020369,LOC120035599,LOC120037668,LOC120041637,LOC120044082,LOC120061615,LOC120063766,LOC120066590,cacna2d3a
GO:0007409	axonogenesis	biological_process	22	945	330	34268	2.42	1.444e-04	8.941e-03		LOC120020574,LOC120022048,LOC120023487,LOC120028305,LOC120028485,LOC120033173,LOC120036133,LOC120036309,LOC120040412,LOC120040415,LOC120041781,LOC120050435,LOC120053918,LOC120057208,LOC120059535,LOC120061638,LOC120062414,LOC120062749,LOC120065502,aplp2,epha3,si:dkey-246i14.3
GO:0030182	neuron differentiation	biological_process	38	945	726	34268	1.9	1.471e-04	8.941e-03		LOC120018906,LOC120020574,LOC120022048,LOC120023487,LOC120023518,LOC120024355,LOC120027965,LOC120028305,LOC120028485,LOC120029338,LOC120033173,LOC120033391,LOC120034101,LOC120036133,LOC120036309,LOC120037817,LOC120039491,LOC120040412,LOC120040415,LOC120041620,LOC120041781,LOC120050435,LOC120050489,LOC120052232,LOC120053667
GO:0061564	axon development	biological_process	22	945	345	34268	2.31	2.695e-04	1.560e-02		LOC120020574,LOC120022048,LOC120023487,LOC120028305,LOC120028485,LOC120033173,LOC120036133,LOC120036309,LOC120040412,LOC120040415,LOC120041781,LOC120050435,LOC120053918,LOC120057208,LOC120059535,LOC120061638,LOC120062414,LOC120062749,LOC120065502,aplp2,epha3,si:dkey-246i14.3
GO:0017158	regulation of calcium ion-dependent exocytosis	biological_process	7	945	47	34268	5.4	2.851e-04	1.576e-02		LOC120024255,LOC120037668,LOC120041637,LOC120044082,LOC120064758,LOC120066802,syt12
GO:0022008	neurogenesis	biological_process	40	945	809	34268	1.79	3.196e-04	1.658e-02		LOC120018906,LOC120020574,LOC120022048,LOC120023487,LOC120023518,LOC120024355,LOC120027965,LOC120028305,LOC120028485,LOC120029338,LOC120033173,LOC120033391,LOC120034101,LOC120036133,LOC120036212,LOC120036309,LOC120037817,LOC120039491,LOC120040412,LOC120040415,LOC120041620,LOC120041781,LOC120050435,LOC120050489,LOC120052232
GO:1903305	regulation of regulated secretory pathway	biological_process	8	945	63	34268	4.6	3.288e-04	1.658e-02		LOC120024255,LOC120037668,LOC120041637,LOC120044082,LOC120050139,LOC120064758,LOC120066802,syt12
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	biological_process	6	945	35	34268	6.22	3.545e-04	1.658e-02		LOC120020574,LOC120022048,LOC120040412,LOC120040415,LOC120059535,LOC120061638
GO:0002116	semaphorin receptor complex	cellular_component	6	945	35	34268	6.22	3.545e-04	1.658e-02		LOC120020574,LOC120022048,LOC120040412,LOC120040415,LOC120059535,LOC120061638
GO:0015075	monoatomic ion transmembrane transporter activity	molecular_function	57	945	1293	34268	1.6	3.825e-04	1.706e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020225,LOC120020235,LOC120020369,LOC120022033,LOC120023897,LOC120024918,LOC120025853,LOC120027917,LOC120032107,LOC120032256,LOC120032827,LOC120033625,LOC120034929,LOC120035599,LOC120036064,LOC120037668,LOC120038852,LOC120039400,LOC120039661,LOC120039812,LOC120040195
GO:0071916	dipeptide transmembrane transporter activity	molecular_function	3	945	6	34268	18.13	3.928e-04	1.706e-02		LOC120040146,LOC120042313,LOC120063949
GO:0005245	voltage-gated calcium channel activity	molecular_function	9	945	84	34268	3.89	5.147e-04	2.147e-02		LOC120020369,LOC120035599,LOC120037668,LOC120041637,LOC120044082,LOC120061615,LOC120063766,LOC120066590,cacna2d3a
GO:0005388	P-type calcium transporter activity	molecular_function	5	945	25	34268	7.25	5.296e-04	2.147e-02		LOC120020225,LOC120020235,LOC120056831,LOC120063037,LOC120066624
GO:0004725	protein tyrosine phosphatase activity	molecular_function	11	945	122	34268	3.27	5.760e-04	2.259e-02		LOC120021657,LOC120027924,LOC120040345,LOC120046022,LOC120050569,LOC120065619,cdc25b,ptp4a3b,ptpn12,ptprda,ptprsa
GO:0045956	positive regulation of calcium ion-dependent exocytosis	biological_process	3	945	7	34268	15.54	6.733e-04	2.478e-02		LOC120037668,LOC120041637,LOC120044082
GO:0008332	low voltage-gated calcium channel activity	molecular_function	3	945	7	34268	15.54	6.733e-04	2.478e-02		LOC120037668,LOC120041637,LOC120044082
GO:0000902	cell morphogenesis	biological_process	27	945	495	34268	1.98	6.927e-04	2.478e-02		LOC120020574,LOC120022048,LOC120023487,LOC120027965,LOC120028305,LOC120028485,LOC120029338,LOC120033173,LOC120036133,LOC120036309,LOC120040412,LOC120040415,LOC120041781,LOC120050435,LOC120050489,LOC120053918,LOC120057208,LOC120059535,LOC120061638,LOC120062414,LOC120062749,LOC120064270,LOC120065502,aplp2,epha3
GO:0046873	metal ion transmembrane transporter activity	molecular_function	38	945	792	34268	1.74	7.803e-04	2.711e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020225,LOC120020235,LOC120020369,LOC120022033,LOC120023897,LOC120025853,LOC120032827,LOC120035599,LOC120036064,LOC120037668,LOC120040195,LOC120040197,LOC120040198,LOC120040568,LOC120041002,LOC120041637,LOC120044082,LOC120045655,LOC120056831,LOC120061615,LOC120063037
GO:0017157	regulation of exocytosis	biological_process	11	945	128	34268	3.12	8.610e-04	2.837e-02		LOC120023438,LOC120024255,LOC120026029,LOC120037668,LOC120041637,LOC120044082,LOC120050139,LOC120050855,LOC120064758,LOC120066802,syt12
GO:0120036	plasma membrane bounded cell projection organization	biological_process	39	945	824	34268	1.72	8.633e-04	2.837e-02		LOC120020574,LOC120022048,LOC120023487,LOC120023518,LOC120027965,LOC120028305,LOC120028485,LOC120029338,LOC120033173,LOC120033391,LOC120034101,LOC120036133,LOC120036212,LOC120036309,LOC120039491,LOC120039678,LOC120040161,LOC120040412,LOC120040415,LOC120041781,LOC120044085,LOC120045990,LOC120050435,LOC120050489,LOC120052232
GO:0030030	cell projection organization	biological_process	39	945	831	34268	1.7	1.008e-03	3.130e-02		LOC120020574,LOC120022048,LOC120023487,LOC120023518,LOC120027965,LOC120028305,LOC120028485,LOC120029338,LOC120033173,LOC120033391,LOC120034101,LOC120036133,LOC120036212,LOC120036309,LOC120039491,LOC120039678,LOC120040161,LOC120040412,LOC120040415,LOC120041781,LOC120044085,LOC120045990,LOC120050435,LOC120050489,LOC120052232
GO:1903307	positive regulation of regulated secretory pathway	biological_process	3	945	8	34268	13.6	1.055e-03	3.130e-02		LOC120037668,LOC120041637,LOC120044082
GO:0090222	centrosome-templated microtubule nucleation	biological_process	3	945	8	34268	13.6	1.055e-03	3.130e-02		LOC120023558,LOC120030968,LOC120030969
GO:0006857	oligopeptide transport	biological_process	3	945	8	34268	13.6	1.055e-03	3.130e-02		LOC120038425,LOC120040146,LOC120042313
GO:0070509	calcium ion import	biological_process	7	945	59	34268	4.3	1.162e-03	3.365e-02		LOC120035599,LOC120037668,LOC120041637,LOC120044082,LOC120045655,LOC120061615,LOC120063904
GO:0035673	oligopeptide transmembrane transporter activity	molecular_function	4	945	18	34268	8.06	1.291e-03	3.568e-02		LOC120038425,LOC120040146,LOC120042313,LOC120063949
GO:0043495	protein-membrane adaptor activity	molecular_function	4	945	18	34268	8.06	1.291e-03	3.568e-02		LOC120041233,LOC120042044,LOC120044869,rapsn
GO:0005216	monoatomic ion channel activity	molecular_function	40	945	872	34268	1.66	1.333e-03	3.603e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020369,LOC120022033,LOC120023897,LOC120024918,LOC120027917,LOC120032107,LOC120033625,LOC120035599,LOC120037668,LOC120038852,LOC120039400,LOC120039661,LOC120039812,LOC120040195,LOC120040197,LOC120040198,LOC120041370,LOC120041637,LOC120041665,LOC120042828,LOC120044082
GO:0007399	nervous system development	biological_process	52	945	1220	34268	1.55	1.414e-03	3.739e-02		LOC120018906,LOC120020574,LOC120022048,LOC120023487,LOC120023518,LOC120024355,LOC120025260,LOC120025342,LOC120027965,LOC120028096,LOC120028305,LOC120028485,LOC120029338,LOC120032755,LOC120033173,LOC120033391,LOC120034101,LOC120035963,LOC120036133,LOC120036212,LOC120036309,LOC120037817,LOC120039491,LOC120039519,LOC120040412
GO:0034058	endosomal vesicle fusion	biological_process	3	945	9	34268	12.09	1.550e-03	3.928e-02		LOC120022969,LOC120022970,LOC120023396
GO:0051418	microtubule nucleation by microtubule organizing center	biological_process	3	945	9	34268	12.09	1.550e-03	3.928e-02		LOC120023558,LOC120030968,LOC120030969
GO:0030141	secretory granule	cellular_component	8	945	80	34268	3.63	1.634e-03	4.055e-02		LOC120024255,LOC120026029,LOC120026131,LOC120031821,LOC120036275,LOC120050569,LOC120052912,LOC120066802
GO:0015081	sodium ion transmembrane transporter activity	molecular_function	15	945	228	34268	2.39	1.777e-03	4.321e-02		LOC120019322,LOC120023897,LOC120025853,LOC120036064,LOC120037668,LOC120040568,LOC120041002,LOC120041637,LOC120044082,LOC120045655,LOC120063479,asic2,mfsd2ab,slc24a5,slc9a5
GO:0022836	gated channel activity	molecular_function	32	945	664	34268	1.75	1.823e-03	4.346e-02		LOC120017966,LOC120019396,LOC120020369,LOC120022033,LOC120024918,LOC120033625,LOC120035599,LOC120037668,LOC120039400,LOC120039661,LOC120039812,LOC120040195,LOC120040197,LOC120040198,LOC120041370,LOC120041637,LOC120041665,LOC120042828,LOC120044082,LOC120046058,LOC120052253,LOC120061615,LOC120062048,LOC120063766,LOC120063904
GO:0045921	positive regulation of exocytosis	biological_process	4	945	20	34268	7.25	1.957e-03	4.575e-02		LOC120026029,LOC120037668,LOC120041637,LOC120044082
GO:0008046	axon guidance receptor activity	molecular_function	3	945	10	34268	10.88	2.170e-03	4.800e-02		LOC120028485,LOC120057208,hmcn1
GO:0030667	secretory granule membrane	cellular_component	3	945	10	34268	10.88	2.170e-03	4.800e-02		LOC120031821,LOC120036275,LOC120052912
GO:1902495	transmembrane transporter complex	cellular_component	23	945	431	34268	1.94	2.198e-03	4.800e-02		LOC120017775,LOC120019396,LOC120020369,LOC120028064,LOC120030938,LOC120034929,LOC120035599,LOC120037668,LOC120039400,LOC120039661,LOC120040195,LOC120040197,LOC120041637,LOC120044082,LOC120046271,LOC120061615,LOC120062048,LOC120063766,LOC120066590,cacna2d3a,kcnd3,mcu,ryr1b
GO:0071526	semaphorin-plexin signaling pathway	biological_process	9	945	103	34268	3.17	2.211e-03	4.800e-02		LOC120020574,LOC120022048,LOC120036133,LOC120036309,LOC120040412,LOC120040415,LOC120050435,LOC120059535,LOC120061638
GO:0008324	monoatomic cation transmembrane transporter activity	molecular_function	44	945	1017	34268	1.57	2.420e-03	5.162e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020225,LOC120020235,LOC120020369,LOC120022033,LOC120023897,LOC120025853,LOC120032256,LOC120032827,LOC120034929,LOC120035599,LOC120036064,LOC120037668,LOC120039812,LOC120040195,LOC120040197,LOC120040198,LOC120040568,LOC120041002,LOC120041637,LOC120044082,LOC120045655
GO:1990351	transporter complex	cellular_component	23	945	435	34268	1.92	2.467e-03	5.172e-02		LOC120017775,LOC120019396,LOC120020369,LOC120028064,LOC120030938,LOC120034929,LOC120035599,LOC120037668,LOC120039400,LOC120039661,LOC120040195,LOC120040197,LOC120041637,LOC120044082,LOC120046271,LOC120061615,LOC120062048,LOC120063766,LOC120066590,cacna2d3a,kcnd3,mcu,ryr1b
GO:0050801	monoatomic ion homeostasis	biological_process	20	945	359	34268	2.02	2.542e-03	5.239e-02		LOC120019322,LOC120020225,LOC120020235,LOC120023897,LOC120025853,LOC120031262,LOC120031263,LOC120035176,LOC120045955,LOC120046000,LOC120047799,LOC120052951,LOC120056831,LOC120063037,LOC120063479,LOC120066624,mcu,slc24a5,slc9a5,wnk1b
GO:0034702	monoatomic ion channel complex	cellular_component	20	945	363	34268	2.0	2.883e-03	5.826e-02		LOC120019396,LOC120020369,LOC120028064,LOC120030938,LOC120035599,LOC120037668,LOC120039400,LOC120039661,LOC120040195,LOC120040197,LOC120041637,LOC120044082,LOC120061615,LOC120062048,LOC120063766,LOC120066590,cacna2d3a,kcnd3,mcu,ryr1b
GO:0000242	pericentriolar material	cellular_component	3	945	11	34268	9.89	2.922e-03	5.826e-02		LOC120023558,LOC120030968,LOC120030969
GO:0051962	positive regulation of nervous system development	biological_process	9	945	108	34268	3.02	3.052e-03	5.987e-02		LOC120020574,LOC120022048,LOC120028427,LOC120040412,LOC120040415,LOC120059043,LOC120059535,LOC120061638,clstn2a
GO:0014069	postsynaptic density	cellular_component	13	945	198	34268	2.38	3.546e-03	6.635e-02		LOC120018950,LOC120020225,LOC120020235,LOC120027965,LOC120030938,LOC120034101,LOC120036176,LOC120037100,LOC120039400,LOC120046488,LOC120050489,adgrl1a,shank3a
GO:0098984	neuron to neuron synapse	cellular_component	13	945	198	34268	2.38	3.546e-03	6.635e-02		LOC120018950,LOC120020225,LOC120020235,LOC120027965,LOC120030938,LOC120034101,LOC120036176,LOC120037100,LOC120039400,LOC120046488,LOC120050489,adgrl1a,shank3a
GO:0032279	asymmetric synapse	cellular_component	13	945	198	34268	2.38	3.546e-03	6.635e-02		LOC120018950,LOC120020225,LOC120020235,LOC120027965,LOC120030938,LOC120034101,LOC120036176,LOC120037100,LOC120039400,LOC120046488,LOC120050489,adgrl1a,shank3a
GO:0019894	kinesin binding	molecular_function	5	945	38	34268	4.77	3.724e-03	6.795e-02		LOC120021805,LOC120028427,LOC120030442,LOC120059280,clstn2a
GO:0006874	intracellular calcium ion homeostasis	biological_process	11	945	154	34268	2.59	3.744e-03	6.795e-02		LOC120019322,LOC120020225,LOC120020235,LOC120023897,LOC120035176,LOC120047799,LOC120056831,LOC120063037,LOC120066624,mcu,slc24a5
GO:0046920	alpha-(1->3)-fucosyltransferase activity	molecular_function	4	945	24	34268	6.04	3.932e-03	7.032e-02		LOC120018922,LOC120019384,LOC120019385,LOC120049410
GO:0055074	calcium ion homeostasis	biological_process	11	945	157	34268	2.54	4.331e-03	7.633e-02		LOC120019322,LOC120020225,LOC120020235,LOC120023897,LOC120035176,LOC120047799,LOC120056831,LOC120063037,LOC120066624,mcu,slc24a5
GO:0030165	PDZ domain binding	molecular_function	4	945	25	34268	5.8	4.580e-03	7.957e-02		LOC120020225,LOC120020235,LOC120063037,LOC120066624
GO:0050770	regulation of axonogenesis	biological_process	11	945	159	34268	2.51	4.762e-03	8.156e-02		LOC120018241,LOC120020574,LOC120022048,LOC120036133,LOC120036309,LOC120040412,LOC120040415,LOC120050435,LOC120059535,LOC120061638,rufy3
GO:0006796	phosphate-containing compound metabolic process	biological_process	62	945	1604	34268	1.4	4.974e-03	8.401e-02		LOC120018241,LOC120018260,LOC120020191,LOC120020300,LOC120020922,LOC120021657,LOC120023792,LOC120024298,LOC120024469,LOC120024738,LOC120024759,LOC120025260,LOC120028096,LOC120028305,LOC120029376,LOC120030240,LOC120032405,LOC120032447,LOC120034742,LOC120036173,LOC120036992,LOC120037194,LOC120040004,LOC120040345,LOC120040347
GO:0022804	active transmembrane transporter activity	molecular_function	24	945	489	34268	1.78	5.117e-03	8.513e-02		LOC120017775,LOC120019322,LOC120020225,LOC120020235,LOC120023897,LOC120025853,LOC120034929,LOC120036064,LOC120037234,LOC120038182,LOC120038425,LOC120040277,LOC120040568,LOC120041002,LOC120045655,LOC120046271,LOC120050102,LOC120056831,LOC120063037,LOC120066624,mcu,mfsd2ab,slc24a5,slc9a5
GO:0022803	passive transmembrane transporter activity	molecular_function	40	945	944	34268	1.54	5.250e-03	8.513e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020369,LOC120022033,LOC120023897,LOC120024918,LOC120027917,LOC120032107,LOC120033625,LOC120035599,LOC120037668,LOC120038852,LOC120039400,LOC120039661,LOC120039812,LOC120040195,LOC120040197,LOC120040198,LOC120041370,LOC120041637,LOC120041665,LOC120042828,LOC120044082
GO:0015267	channel activity	molecular_function	40	945	944	34268	1.54	5.250e-03	8.513e-02		LOC120017966,LOC120019322,LOC120019351,LOC120019396,LOC120020369,LOC120022033,LOC120023897,LOC120024918,LOC120027917,LOC120032107,LOC120033625,LOC120035599,LOC120037668,LOC120038852,LOC120039400,LOC120039661,LOC120039812,LOC120040195,LOC120040197,LOC120040198,LOC120041370,LOC120041637,LOC120041665,LOC120042828,LOC120044082
GO:1903530	regulation of secretion by cell	biological_process	12	945	185	34268	2.35	5.472e-03	8.755e-02		LOC120023438,LOC120024255,LOC120026029,LOC120037668,LOC120041637,LOC120044082,LOC120050139,LOC120050855,LOC120064758,LOC120066802,caska,syt12
GO:0051046	regulation of secretion	biological_process	12	945	186	34268	2.34	5.707e-03	9.012e-02		LOC120023438,LOC120024255,LOC120026029,LOC120037668,LOC120041637,LOC120044082,LOC120050139,LOC120050855,LOC120064758,LOC120066802,caska,syt12
GO:0097060	synaptic membrane	cellular_component	18	945	338	34268	1.93	6.408e-03	9.989e-02		LOC120017966,LOC120018950,LOC120020225,LOC120020235,LOC120024771,LOC120028427,LOC120030938,LOC120037100,LOC120039400,LOC120039661,LOC120040568,LOC120052036,LOC120052253,LOC120062048,LOC120066766,adgrl1a,clstn2a,shank3a
GO:0098988	G protein-coupled glutamate receptor activity	molecular_function	4	945	28	34268	5.18	6.946e-03	1.019e-01		LOC120018950,LOC120051754,LOC120053245,LOC120064874
GO:0001640	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity	molecular_function	4	945	28	34268	5.18	6.946e-03	1.019e-01		LOC120018950,LOC120051754,LOC120053245,LOC120064874
GO:0030155	regulation of cell adhesion	biological_process	12	945	191	34268	2.28	7.004e-03	1.019e-01		LOC120020574,LOC120022048,LOC120040412,LOC120040415,LOC120044685,LOC120048021,LOC120059075,LOC120059535,LOC120061638,LOC120062749,LOC120063774,fermt3b
GO:0004672	protein kinase activity	molecular_function	48	945	1201	34268	1.45	7.038e-03	1.019e-01		LOC120018241,LOC120020191,LOC120020922,LOC120023792,LOC120024298,LOC120024469,LOC120024738,LOC120024759,LOC120025260,LOC120028096,LOC120028305,LOC120029376,LOC120030240,LOC120032405,LOC120033173,LOC120034742,LOC120036173,LOC120036992,LOC120037194,LOC120040004,LOC120040347,LOC120040450,LOC120040633,LOC120040854,LOC120041259
GO:0140358	P-type transmembrane transporter activity	molecular_function	5	945	44	34268	4.12	7.039e-03	1.019e-01		LOC120020225,LOC120020235,LOC120056831,LOC120063037,LOC120066624
GO:0015662	P-type ion transporter activity	molecular_function	5	945	44	34268	4.12	7.039e-03	1.019e-01	Y	LOC120020225,LOC120020235,LOC120056831,LOC120063037,LOC120066624
GO:0016310	phosphorylation	biological_process	48	945	1202	34268	1.45	7.143e-03	1.022e-01		LOC120018241,LOC120020191,LOC120020922,LOC120023792,LOC120024298,LOC120024469,LOC120024738,LOC120024759,LOC120025260,LOC120028096,LOC120028305,LOC120029376,LOC120030240,LOC120032405,LOC120034742,LOC120036173,LOC120036992,LOC120037194,LOC120040004,LOC120040347,LOC120040450,LOC120040633,LOC120040854,LOC120041259,LOC120041781
GO:0006468	protein phosphorylation	biological_process	47	945	1174	34268	1.45	7.385e-03	1.040e-01		LOC120018241,LOC120020191,LOC120020922,LOC120023792,LOC120024298,LOC120024469,LOC120024738,LOC120024759,LOC120025260,LOC120028096,LOC120028305,LOC120029376,LOC120030240,LOC120032405,LOC120034742,LOC120036173,LOC120036992,LOC120037194,LOC120040004,LOC120040347,LOC120040450,LOC120040633,LOC120040854,LOC120041259,LOC120041781
GO:0045202	synapse	cellular_component	41	945	995	34268	1.49	7.509e-03	1.040e-01		LOC120017966,LOC120018950,LOC120019858,LOC120020067,LOC120020225,LOC120020235,LOC120024255,LOC120024771,LOC120025115,LOC120027965,LOC120028427,LOC120030938,LOC120033625,LOC120034101,LOC120036063,LOC120036176,LOC120037100,LOC120039400,LOC120039661,LOC120040568,LOC120041950,LOC120045655,LOC120046488,LOC120047799,LOC120050489
GO:0050769	positive regulation of neurogenesis	biological_process	7	945	82	34268	3.1	7.528e-03	1.040e-01		LOC120020574,LOC120022048,LOC120040412,LOC120040415,LOC120059043,LOC120059535,LOC120061638
GO:0055080	monoatomic cation homeostasis	biological_process	18	945	345	34268	1.89	7.842e-03	1.053e-01		LOC120019322,LOC120020225,LOC120020235,LOC120023897,LOC120025853,LOC120031262,LOC120031263,LOC120035176,LOC120045955,LOC120047799,LOC120052951,LOC120056831,LOC120063037,LOC120063479,LOC120066624,mcu,slc24a5,slc9a5
GO:1903532	positive regulation of secretion by cell	biological_process	4	945	29	34268	5.0	7.884e-03	1.053e-01		LOC120026029,LOC120037668,LOC120041637,LOC120044082
GO:0051047	positive regulation of secretion	biological_process	4	945	29	34268	5.0	7.884e-03	1.053e-01		LOC120026029,LOC120037668,LOC120041637,LOC120044082
GO:0034703	cation channel complex	cellular_component	16	945	295	34268	1.97	8.305e-03	1.098e-01		LOC120019396,LOC120020369,LOC120028064,LOC120035599,LOC120037668,LOC120040195,LOC120040197,LOC120041637,LOC120044082,LOC120061615,LOC120063766,LOC120066590,cacna2d3a,kcnd3,mcu,ryr1b
